,atheism_unigram,atheism_bigram,atheism_interpolation
file_163,175.1627906645131,0.030451225042067574,0.05356583372753157
file_164,317.43471713403216,0.08307472260468035,0.13831554834251633
file_165,173.67333667324095,0.1206334110754894,0.223774676895416
file_166,243.35610976124556,0.0697165016286149,0.11385946855346282
file_167,559.2261025395013,0.2719326936641375,0.400535074509677
file_168,466.2859088335101,0.4321757308271672,0.5989136910489394
file_169,237.26061035866508,0.05034758125680038,0.08196729967022919
file_17,278.82085942281157,0.14028134991982538,0.20869747000213248
file_170,425.9294404180533,0.1669987051864121,0.2404698712678612
file_171,556.1993258974803,0.2603943685454188,0.4096252988320655
file_172,587.391776905793,0.20946710386222672,0.3269067784213459
file_173,457.46480343860543,0.2816124819773918,0.4068127153068305
file_174,256.1291475571847,0.05375351399606094,0.08902776550735218
file_175,265.2950932747883,0.0383229263925566,0.06515938636931892
file_176,378.06582585935644,0.02713940640960573,0.047034783516058866
file_177,234.7124722016423,0.061986300618656016,0.09477716589139706
file_178,369.47384395264487,0.16146439207407975,0.2369262999080957
file_179,342.45928021714616,0.19185517208472536,0.28477946670797794
file_18,237.76678224725737,0.07583213174647573,0.12667908867864938
file_180,175.21877890125694,0.030880479746217448,0.05018772480418309
file_181,280.6462703535753,0.009770883180186197,0.018002030053963086
file_182,391.47227211821235,0.11232067821286142,0.17239644459268297
file_183,492.826561550334,0.3448033710904495,0.4778153849578837
file_184,273.435705897018,0.03927515249021047,0.06482703662940877
file_185,307.64477073821206,0.07422394130487335,0.11665372231250493
file_186,434.3459744652822,1.4028249706715448,2.073353328164206
file_187,338.60266715500745,0.09087966152999871,0.13724221328055902
file_188,424.78752658307053,0.04742714492731166,0.07820666762275573
file_189,448.15860759799966,1.3139064762999992,1.843814308582206
file_19,250.07712381940638,0.09371471204892266,0.1441049591048907
file_190,508.9326805447469,3.194757609335182,4.532938111784529
file_191,404.841561709465,0.0623121412864602,0.09642933125151446
file_192,336.26174454038437,0.10255397709509928,0.15669284355123575
file_193,263.63101816790385,0.09818391153781274,0.16010897351248016
file_194,384.8280644060051,0.06192218060623923,0.09341232789280725
file_195,217.05817116534024,0.04091502200106877,0.07431180601841503
file_196,515.7350486015356,0.08142834071153678,0.1179011503640329
file_197,236.77971178968522,0.04808776557796026,0.0790926528531871
file_198,261.18721273172173,0.022957915350956246,0.04089939369732537
file_199,271.88643523470904,0.10197064464504363,0.14981146361234857
file_2,166.50192352059082,0.06032156502900051,0.10301992276184799
file_20,214.03255436505594,0.054481003889999435,0.08546977300482675
file_200,332.15938560511444,0.1174079163915502,0.18592418948958414
file_201,223.47234967905118,0.050135219357621656,0.0830111512119381
file_202,213.0197635052124,0.06872895670974483,0.11482469555596037
file_203,300.77334081219504,0.05383918799869025,0.0854626605217212
file_204,235.55357266155522,0.0793659004709672,0.126815079562363
file_205,253.72124012836557,0.03977132826722099,0.06406407989974496
file_206,181.24544112006103,0.2663915377516885,0.389643094081091
file_207,426.2453740570258,0.06511045191949331,0.10333848550898289
file_208,301.94721249799244,0.027041652695765254,0.04746280401721311
file_209,391.3629854190445,0.2900954303067191,0.41250182242247707
file_21,220.2187503690314,0.07372900068864512,0.11236100179367775
file_210,488.038575493619,0.42739778354454594,0.5831090187995382
file_211,199.13784710496157,0.06598728549504286,0.1052036767507897
file_212,243.07005779884594,0.016220857920750033,0.02921808796841751
file_213,290.6198597985185,0.03645972765528042,0.05916265727406584
file_214,175.578848671183,0.022685204685333908,0.03826827590280354
file_215,537.1540228063718,0.3251955600272684,0.46105771139183566
file_216,457.89674494385264,0.03328853140834927,0.055161761929108225
file_217,392.96148298736455,0.07181187499398724,0.11489226913475707
file_218,528.8915751279015,2.107538463472613,2.786531645454082
file_219,499.8923889562221,0.5631351557688279,0.7958714128030946
file_22,214.42162887263535,0.014558686213582655,0.024787982822018793
file_220,174.51383429004628,0.029328517934861735,0.046465238054797554
file_221,349.67325576522876,0.15508885137186257,0.22891363515303784
file_222,277.85225088369856,0.051482873013375396,0.09250246809497265
file_223,210.52371858430703,0.015493892303354557,0.026881067564571242
file_224,424.11749399856296,0.241736728320383,0.345888181172412
file_225,468.6282400533563,0.9392763903318527,1.3322709064843576
file_226,426.4122202485801,0.26089670994309044,0.3897510636087342
file_227,344.40184099120836,0.11736150580792389,0.1762854208896913
file_228,143.0302003306591,0.022566923077646232,0.04011424420940713
file_229,359.8813123952988,0.07607859174112581,0.11692282558857237
file_23,362.27834626758005,0.0835207176573994,0.12864103264610752
file_230,381.764029152292,0.10567226059238502,0.15148168363613457
file_231,228.35361057958005,0.09904672263977371,0.16576053686419898
file_232,578.3861981125796,9.166331272532483,11.576308755022959
file_233,225.67022679133373,0.0719980096464507,0.10984074005854948
file_234,450.5853216073126,0.5828346264475984,0.8167892353074236
file_235,463.86176921214997,0.4304487151808975,0.6240863632249669
file_236,266.7579784325636,0.2188712201200471,0.31990783708519005
file_237,485.2103624031303,0.11874520589226777,0.18413835240602688
file_238,220.9318280977071,0.06907855630264324,0.10519144634470314
file_239,195.3492410509545,0.08819793901473551,0.14470703561483822
file_24,147.44830137146386,0.05857832023375386,0.09384270291470409
file_240,225.12426250909402,0.03594690058929779,0.05788026585877831
file_241,325.3861789704201,0.1686717707035608,0.24300674810729403
file_242,271.8822237185119,0.0675169953361064,0.10618847858593687
file_243,351.6702744858729,0.03963663844291968,0.06378391440738185
file_244,267.315852944974,0.07091278326224199,0.11470739982035259
file_245,209.40558523745898,0.07521450983191202,0.12508150889774844
file_246,276.92132528125006,0.04830391937194418,0.07446116182014666
file_247,269.9776440288196,0.08753362737062467,0.1347259010919712
file_248,209.3234570410061,0.09533468362435461,0.154966684168215
file_249,294.07233140760025,0.13669722752220076,0.19424039526436307
file_25,238.86279819965006,0.023706093705843895,0.03796138837085869
file_26,391.56178551193057,0.18875116373764556,0.2790329151026101
file_27,334.9678358222086,0.048555454783783265,0.0767718617339234
file_28,210.27757063449135,0.21990144719492863,0.3354158089998089
file_29,484.85133329858434,0.048384837923996296,0.07459471593810486
file_3,221.879837619385,0.033525114017973735,0.055577269891061126
file_30,195.74609662025742,0.02679523433755224,0.04380040695723315
file_31,219.06737822435193,0.055200968221376615,0.09445426475771777
file_32,287.8624411916268,0.04834141048191523,0.07804997982360394
file_33,500.15174155471175,0.6568275818748233,0.8814209810924033
file_34,521.5932139841599,1.3139312074264593,1.65836457406131
file_35,485.64639580952553,0.9163832283980207,1.1890327384745465
file_36,239.53177384804675,0.04646399107297218,0.08259583819550549
file_37,376.57237797742744,0.02346838446238524,0.03820521917427151
file_38,540.0587915764938,0.24677535766635678,0.3620265041792991
file_39,468.9525377638437,0.12228559436155655,0.18675203932071144
file_4,278.4945377328346,0.07743408288146934,0.11890311911116852
file_40,263.9647132397344,0.09343781999163141,0.1456847259629383
file_41,360.3866617291946,0.05409531708581116,0.08235520544980579
file_42,362.82412448100513,0.0576192461546447,0.08796860933477027
file_43,209.85653618585116,0.04100967550179563,0.06404373999549985
file_44,482.88949796268895,0.49840870226488926,0.7352514253322595
file_45,443.1734080405302,0.12693874502960578,0.18379051403217808
file_46,527.2356303334063,0.17186337691599823,0.26709584699171596
file_47,232.6138458529057,0.17015021156405238,0.2508439708410489
file_48,532.1073376877666,0.2465916966508214,0.33891101385116196
file_49,261.1737626355619,0.09438988149703298,0.15149028116000063
file_5,303.84826808457854,0.0445946593617064,0.07122576636001841
file_50,320.2284355683839,0.1199721512901144,0.18131559405502712
file_51,241.2007804770301,0.20235442315363555,0.29150568846886254
file_52,286.8700643905124,0.08919551778006628,0.13487907145224576
file_52,328.3569655650118,0.15708300947442075,0.18730782629192536
file_53,432.30713906297524,0.19328461794016444,0.2767151761112874
file_54,298.8191541289601,0.10080242766941132,0.15206886057312077
file_55,341.9146565745144,0.07804408628030962,0.12025907435336317
file_56,208.19834586181275,0.051020823985543896,0.08500765212528184
file_57,242.1555040139396,0.08347553290656572,0.11912152515237905
file_58,405.51226735258723,0.4253167957668638,0.5712600090420522
file_59,341.2131934767954,0.13670508643667426,0.1989382634885984
file_6,260.30638712586125,0.0638096949189168,0.1075054093065303
file_60,479.8268094562493,0.4618168345767991,0.6610981169855569
file_61,352.28850717471823,0.05672158285024335,0.0886607888324408
file_62,399.94422528894285,1.6568784261756588,2.787920705685835
file_63,230.78976725747077,0.02471170134660775,0.04199187210783798
file_64,207.16402415043558,0.05902276586514771,0.10084404467651048
file_65,180.2770078924844,0.04128256659853214,0.07318521102975184
file_66,339.25966436533326,0.029624332288540244,0.05006071225394711
file_67,448.7845315202021,0.16301978247014723,0.24410704165262304
file_68,336.57387439692695,0.08784132959869212,0.1338057518465638
file_69,204.48893408944895,0.06148435647582347,0.09684440361290114
file_7,222.26991313133067,0.02169016999192072,0.033992851190118197
file_70,341.5202337338615,0.021143324942783353,0.03422035522679252
file_71,509.26861983566033,0.009528889916543198,0.01460182869815371
file_72,301.9866341948857,0.13606102728059222,0.2149036968511934
file_73,193.4281592768683,0.050583219281489,0.0884675748819882
file_74,283.3177805768854,0.0964953070929739,0.15189583402323933
file_75,291.0862705711348,0.11411664965667834,0.19513074650798837
file_76,164.0412630213759,0.014370755059673198,0.025127008837304655
file_77,320.10194696774784,0.120580897401521,0.15073400410129398
file_78,193.95212138011092,0.025888432275469126,0.045338823045211474
file_79,257.282041661462,0.06413667563511917,0.09384199823606508
file_8,351.70115506799584,0.06179530224354087,0.10006858745049636
file_80,233.2985616038469,0.14319813572225198,0.22834996794504783
file_81,280.7050596210699,0.08435642852813238,0.13358548556002706
file_82,229.68206192171803,0.16822891434459453,0.24099860415706398
file_83,332.40758953541433,0.08084687022773701,0.12993106939647975
file_84,321.40230969454905,0.01924854286954555,0.03250555147772165
file_85,370.7044715062538,0.1320907662719904,0.19915280183805548
file_86,192.62486016807512,0.03549511906340091,0.060504895808332786
file_87,231.28008687708225,0.08787589761081842,0.14212539117593587
file_88,495.64390203783086,0.1963748271865819,0.2797615309292009
file_89,253.65824288482392,0.03224175135516205,0.05303831197487887
file_9,262.92489164733894,0.5110391819636697,0.7103493928254608
file_90,336.59572328209555,0.03577506764507496,0.0576459958013027
file_91,180.9387601855259,0.03216795727133034,0.05753430724684861
file_92,452.35823983911934,1.542209183339726,2.1407562392987396
file_93,463.57501666554793,0.1764631244188848,0.2695147488752539
file_94,250.4733727762334,0.08552956995095219,0.13400659463388023
file_95,451.8373730122923,0.1457441938094053,0.2588273552733219
file_96,262.8927524873226,0.09185482582802056,0.14614868358420088
file_97,303.42728966002784,0.022606504912749573,0.039224470280296034
file_98,499.4175963336962,0.7577919078044767,1.2388049573454905
file_99,156.4403958691938,0.04077891123832258,0.07065242737143775
