,religion_unigram,religion_bigram,religion_interpolation
file_0,278.9669209531665,0.05556515942872869,0.18460871594190556
file_1,197.67154234185435,0.0538402237788363,0.1763571689640117
file_10,142.58192644369151,0.10292258981666601,0.37132696533342296
file_100,204.0880268063399,0.034070530628021345,0.1332864646516773
file_101,345.70073255486903,0.049015760152971696,0.15087139720820725
file_102,247.5470345800421,0.13001148488890218,0.39743755159054356
file_103,289.80788582700643,0.03471766101353226,0.119244423025268
file_104,311.98277659190956,0.03422722249431273,0.1222210824235189
file_105,568.650750699539,0.3209829530171634,1.031465132243443
file_106,252.92456425207445,0.11647592031032095,0.3606875157588242
file_107,183.69335116082723,0.09088664693140934,0.2851631882729053
file_108,273.4388004941104,0.08496752430779847,0.2594955362394491
file_109,358.6086769837137,0.11560319063338723,0.3355111214499007
file_11,280.90499028737764,0.03806887226132485,0.12612467516623896
file_110,209.77756858420847,0.06973923923150138,0.23036688769435104
file_111,184.06110269360707,0.03963106235879415,0.14263439733059968
file_112,186.5619465656688,0.09016253837083689,0.2796105045920195
file_113,647.7197020602654,0.17120112866607815,0.5077978131456309
file_114,654.2801153754386,1.9608404912389161,5.072609573127721
file_115,152.2558176622718,0.036638788302977905,0.1317229539151755
file_116,188.75078891587424,0.05745596109787707,0.19163607789998147
file_117,385.16300633752,0.6528918235237803,1.8909992553090407
file_118,173.39145010503742,0.12842095464829636,0.37249899924567176
file_119,430.0191755804561,0.07721224574968262,0.19112457896358556
file_12,459.814759834524,1.8642260030531501,4.30004201486038
file_120,385.4456735571692,0.05225922321064126,0.18721978636377798
file_121,456.70269137892046,0.14207460931232482,0.4275041431001806
file_122,202.17732425040205,0.08953086847015315,0.27174882374726594
file_123,282.6906749820695,0.13743916147840285,0.42930554552140127
file_124,416.925800992915,0.08781834715117696,0.28847795572490736
file_125,394.06091083564405,0.05346077793826437,0.1754669538267071
file_126,443.8767906276468,0.24464798347224173,0.6865769824678432
file_127,231.09247216583765,0.03729460908222026,0.11298685908851872
file_128,357.0193239498925,0.06723493494120479,0.2080925567994956
file_129,272.64156189540194,0.047922136731396225,0.15991261093219572
file_13,431.9059162094932,1.1840651785772827,2.589410271462785
file_130,289.27231985302296,0.12976921368510827,0.3955053565498879
file_131,263.81420073972606,0.030230736672739403,0.10549782558135026
file_132,239.17076017678738,0.036299418818484766,0.12123183560604073
file_133,221.6223910502533,0.03777228459747829,0.1342184956960445
file_134,200.46339752712183,0.07869008760481884,0.2906110128184596
file_135,598.5788557036614,0.019620446154405963,0.07405573693609219
file_136,181.721903927865,0.02402681819434555,0.09109375368509716
file_137,294.65430210773997,0.06017424790685469,0.2076358140818071
file_138,268.94468197451084,0.05651529405410303,0.1923020310502468
file_139,370.2019632109486,0.04306406400813783,0.15136719767611823
file_14,282.63944671342256,0.05403003329005664,0.18227594082530102
file_140,404.7457711457378,0.23661429233939005,0.676352317238913
file_141,267.14588388405804,0.1460618100030315,0.4223023785302578
file_142,258.7938461308885,0.06398558687346688,0.21845021348555826
file_143,351.0439522765217,0.08092217805994299,0.22443666064258683
file_144,299.1301138516733,0.035116056815174296,0.11405849461197315
file_145,415.93298389259445,0.04527740046196055,0.14997865543597064
file_146,268.81636694423383,0.05943698870110568,0.19199579641796688
file_147,369.346463197114,0.5168450457648995,1.2478050335005064
file_148,288.7274966345702,0.09905460191188875,0.3018276973691012
file_149,273.7860877690798,0.08468726974580612,0.2848672613498934
file_15,454.61604261432683,0.10051431401704036,0.29859369400792407
file_150,297.33461945998823,0.2925221535309173,0.9426985765133097
file_151,537.373360228771,0.20244425142179118,0.6614281051293412
file_152,188.21560373274886,0.03070356280293375,0.10942190609924403
file_153,690.107149479585,0.7120369764123404,1.9876077349857746
file_154,549.908434346501,0.529973700889496,1.4337871461865241
file_155,373.2785505092501,0.33823506522273006,0.9991407240020873
file_156,184.33082499305962,0.06874613441409924,0.23037380838595867
file_157,187.0948807965994,0.027978008852458304,0.11365413862775026
file_158,393.15538633993305,0.03169552058361198,0.09266713293034146
file_159,350.5903955162897,0.06482103163975965,0.19552003597255396
file_16,398.47395887690647,0.2623327172910057,0.7641756216774788
file_160,280.43253903225894,0.7052642420066543,1.746542893424834
file_161,385.2282516419047,0.036025320109500665,0.12279903870356199
file_162,329.2784354000749,0.23315482703457371,0.7172827092932246
file_163,217.25011426293767,0.054775777688300734,0.20453518188824465
file_164,302.331372310152,0.0555661173647013,0.20171605612614152
file_165,174.1821497193185,0.16742138335087592,0.6941589899428677
file_166,258.3016927248196,0.06143820091126077,0.20018946582957972
file_167,438.4140156850056,0.13408114371600277,0.4187120161443996
file_168,462.6384944863101,1.230036191690848,2.890654929422926
file_169,260.43643995422224,0.043136125655227876,0.14623356130306792
file_17,387.2299621425852,0.5506835006227999,1.4359061076169612
file_170,354.61512773329724,0.13836416719775693,0.4029282567591817
file_171,698.4467984058005,0.44187973268185804,1.2963980332222464
file_172,308.7757414613794,0.09690988223632829,0.33049886515887444
file_173,387.8375907862183,0.37886382156538934,1.048608634631658
file_174,261.4880305887066,0.09075291359407144,0.28500912071813206
file_175,335.8951899166172,0.06414954714096957,0.20096145203810103
file_176,491.29285675943197,0.027432416826707367,0.10506073661654558
file_177,202.4900410814841,0.04931512508055992,0.16706063540678895
file_178,363.33974086316823,0.09304067983340775,0.2802286057813434
file_179,529.6207753990307,7.739989634123666,17.42526454454049
