,medicine_unigram,medicine_bigram,medicine_interpolation
file_0,251.7897175452106,0.07449223156568516,0.1221864808460055
file_1,296.6884803112534,0.053210380855214665,0.0828647411259629
file_10,138.30575173759522,0.0715623892827386,0.12354620281965441
file_100,190.0565346115464,0.1020241573508694,0.17310010331758716
file_101,301.0164769723679,0.06089741070896995,0.09750831768936745
file_102,268.4642823830491,0.13607264819212467,0.2157553513439707
file_103,282.20027270348703,0.04518480234903088,0.07423012285221917
file_104,505.4431464110223,0.32780366517989007,0.5234709038460428
file_105,293.934141689571,0.04288996371242835,0.07032261562492678
file_106,450.75731423099796,0.2237960699139835,0.3545184467991509
file_107,589.710054220992,4.014229591196286,5.319284708941433
file_108,281.18607867169504,0.08014708019169767,0.12908993747094766
file_109,323.5386079636408,0.09965951431846629,0.15457251371810335
file_11,308.25598341825446,0.043351318967003526,0.07027367693017528
file_110,302.6168217017705,0.12565348266176185,0.19689667751329937
file_111,187.62364250541478,0.042502268398991745,0.07273715594287387
file_112,212.5638619332382,0.06470947686951511,0.10238272314398954
file_113,358.01467463778863,0.04964990243579372,0.08152251054157163
file_114,335.67921903356495,0.24320912737236638,0.3905614784872644
file_115,150.08321890208944,0.053483946070686225,0.09009980966440018
file_116,243.00173840924768,0.06816134415404056,0.11007471811889162
file_117,273.3006218027235,0.06815564174618649,0.11020343085928015
file_118,277.73654852430286,0.09955725360666677,0.1533623554655891
file_119,389.16294437814435,0.12971579212187964,0.18151497631026767
file_12,295.9669218676477,0.14256129280704377,0.20883550118056157
file_120,639.186434396233,0.47635010513936893,0.7439987654869639
file_121,493.99013664841823,0.07636843973316654,0.11941323196816564
file_122,162.55157666312658,0.08959974761219384,0.14532393400192348
file_123,283.32633919318533,0.07478947196330056,0.12116460825810886
file_124,423.7765529303981,0.06561830268509204,0.10738772569858698
file_125,673.1007112375144,0.07914257267664229,0.12349226185684348
file_126,196.55634321559126,0.10283758911566104,0.16547038093361252
file_127,206.52541861358668,0.03051417477176052,0.04806884565513048
file_128,347.8313984298389,0.08571346872164105,0.13432804185832026
file_129,284.06143821750584,0.05479838297650698,0.08870498772814928
file_13,236.59098300858895,0.11274886238552906,0.17081680760033888
file_130,270.7394826172446,0.14870068049717086,0.23733440520939653
file_131,301.05354993382196,0.059880063626420205,0.0972019502201209
file_132,273.95708996311396,0.046070539963393296,0.07606615332778151
file_133,189.03618169653598,0.036635685277497276,0.06250923487979358
file_134,149.44461142347544,0.02409502555669899,0.04376239087849496
file_135,476.51786113408656,0.020439051583940958,0.03477818882840331
file_136,225.575889194263,0.028962377832378938,0.04891979389413031
file_137,363.38453097536484,0.09424117713693343,0.15212527225913852
file_138,282.4236683166604,0.0768808056202154,0.12427789607719117
file_139,346.41733004983655,0.08179997449177544,0.132842817080847
file_14,285.6458629910027,0.07834921419351991,0.1255334648085886
file_140,437.90586555444,0.17412368141661885,0.2629560023592347
file_141,278.403069398961,0.10677942018802895,0.16854600146891943
file_142,257.16155377125494,0.09879640649633724,0.16696433193019972
file_143,336.70966858310624,0.04710948127478492,0.0772076565405134
file_144,356.6300946235826,0.049387550337543676,0.07755168363100186
file_145,294.7336876269425,0.04337778988922286,0.07245090634244665
file_146,460.40531876835763,1.1241614964199969,1.6471054995561047
file_147,207.21913100062775,0.15100657055081068,0.22473644682562965
file_148,284.04613666708616,0.12041179486958699,0.1919673619349752
file_149,409.12424742132106,0.1041156005255192,0.16727429127009114
file_15,343.7243812342904,0.04154090680902122,0.06521497499708989
file_150,157.96176976811617,0.019992664826993176,0.03647152042923275
file_151,187.8297011042434,0.05353156119356292,0.09238231066266787
file_152,241.98168377831547,0.028490626108004836,0.05005427220530128
file_153,268.4608134783308,0.036671673572162375,0.057965416531911465
file_154,261.3049118803667,0.0730328688934052,0.1134487729834139
file_155,278.2718798353457,0.09468532066228721,0.16079535017348462
file_156,246.15437121360867,0.039031227645160566,0.06742728141398349
file_157,209.3882658541335,0.029096576402297878,0.0533479587696415
file_158,294.6374772890922,0.027655315250211022,0.0460357270365331
file_159,300.6665283451713,0.06828934407030904,0.10677671828953146
file_16,237.077145717608,0.08163566409542189,0.12643081995203792
file_160,251.53697324246647,0.4152849260201741,0.6181183518155229
file_161,213.82455041193248,0.0201951187807669,0.03332914055058598
file_162,310.0043732832216,0.07560715334637116,0.1192937442161181
file_163,175.40535648521222,0.04308692005453079,0.07288426285377055
file_164,502.67692877985,0.1122398231869464,0.1773837851149678
file_165,135.50939218295716,0.1273919952371579,0.23465491114040732
file_166,285.76872694418245,0.08810672450565214,0.1430789287266154
file_167,285.3483724324602,0.07794432939037306,0.12603945426704508
file_168,357.40673950391766,0.09562286792232322,0.1466104595268003
file_169,217.27820896129623,0.0511396413208637,0.08453859706221513
file_17,279.24252724848236,0.0698503585782205,0.11243741461450935
file_170,375.9365461099045,0.15909751033317715,0.23299197432697022
file_171,284.57979159571687,0.05475138377449894,0.08914070862604567
file_172,325.11023476729173,0.05264608350298326,0.08616827132162606
file_173,271.0170348423816,0.09754331622274777,0.1515619556825067
file_174,308.7495627560307,0.09106956110473108,0.1463244531475231
file_175,433.552505782553,0.14973578654421943,0.23010525881201882
file_176,404.71296398132625,0.04700598376407806,0.08160784822116614
file_177,223.86949357236878,0.05551195047737687,0.09151824082651819
file_178,330.6480881765939,0.08220355776675177,0.1254102758392711
file_179,259.2594876524204,0.08583500932349951,0.13717185036413107
file_18,206.11248665617677,0.17473382402690757,0.30112896701591857
file_180,162.53744002638655,0.035431456673993736,0.06057927557452045
file_181,242.20303494983287,0.02353896395841144,0.038706179586635525
file_182,394.3791314901291,0.21792710244657024,0.3273517546033317
file_183,357.8866273613003,0.08407879514866737,0.12704648421803708
file_184,209.26667733917225,0.06614003314002709,0.10910530901943113
file_185,321.2419865613883,0.06491810060428789,0.10525099722085711
file_186,450.5160630777984,0.17251209931780703,0.2740325123902942
file_187,335.3614847110484,0.08036190511102885,0.1297806392378269
file_188,358.0686214021225,0.08310475250423743,0.1382519775927285
file_189,299.93129531982095,0.1409122868629179,0.21944964619568189
file_19,341.3805259629397,0.09771892032943663,0.15614903929435028
file_190,445.1298850090639,0.14996665432372974,0.2327171209562477
file_191,391.9978897335588,0.06162953885502311,0.10094154791386262
file_192,682.3392190951057,0.35614543227780027,0.5228254258257968
file_193,294.9168280652459,0.08887402217120405,0.1487579670530491
file_194,356.6494259354367,0.056716329432668286,0.08833001336083364
file_195,333.4313061124153,0.057200455487181,0.09609388633103975
file_196,439.9695167034805,0.10613582946394642,0.1592436866361657
file_197,214.32958218275516,0.047597094852826705,0.0811608549127323
file_198,413.94773856385706,0.036553395669302484,0.06516010678892802
file_199,271.14536528361936,0.1148412796472275,0.17382975595934672
file_2,159.3934344558269,0.04841430059247602,0.08368499044386325
file_20,173.1588577584371,0.08921335045270419,0.1434644602817879
file_200,296.6932324212111,0.1825074553529031,0.2925700559931135
file_201,594.3971876086501,0.3705433999109152,0.49964331102910203
file_202,309.94812844030804,0.09254484268374678,0.14867570409173458
file_203,301.26551486391793,0.07710845590295413,0.12421604660027316
file_204,266.3674461513628,0.04769107005698276,0.08004141093265718
file_205,266.95751819260903,0.05506915786619761,0.09315363264062192
file_206,212.08996862114233,0.08862979812117888,0.1370558121256702
file_207,447.74980126208345,0.04213083075217603,0.06816876618414562
file_208,435.72496995045714,0.027150705948380465,0.04600619413507814
file_209,335.1365970853574,0.13283103138053062,0.2013202051824868
file_21,264.0727760053873,0.07181152083300799,0.11720013978023469
file_210,427.3457563047123,0.12103021854721706,0.1680241253465913
file_211,299.47718217651766,0.035679801939317336,0.058946237757639845
file_212,407.58659113661173,0.04064285800754689,0.06454354008738386
file_213,330.1749364991384,0.02539519194091823,0.04280833016671717
file_214,212.7599225133045,0.027336601940886135,0.046551893439750844
file_215,344.16876312942594,0.06396536303200083,0.09974222705220699
file_216,711.8355280045888,0.04426495532308008,0.07140045161359583
file_217,393.94842302396427,0.08641988592887247,0.13903373426195223
file_218,314.11657951579537,0.08059472931536099,0.12617083052088093
file_219,356.82667112597494,0.09961309305845355,0.15787911204916236
file_22,225.31023917398667,0.016206435295422563,0.028136688787863292
file_220,148.39020603938033,0.04715901160675377,0.07827471976840707
file_221,303.09890689960235,0.1055620841233775,0.16768980333458774
file_222,422.9289229673902,0.11586551017508885,0.19299922137330686
file_223,251.341085682429,0.044650582411678595,0.07478019566938911
file_224,317.55678808530536,0.11108957750335809,0.167539728525611
file_225,319.4480190930721,0.09581653582392612,0.1564905563823403
file_226,324.11203290268503,0.0547504416035964,0.0825370264413563
file_227,689.3901604309101,0.9124795944119313,1.2514560995556026
file_228,188.91699645016794,0.021565416856672223,0.03811552286210981
file_229,388.5491224079957,0.09500674212611904,0.14874616510760122
file_23,340.3554989172622,0.09592602537873353,0.15401243479866839
file_230,304.56697326485204,0.057753046603663254,0.0909835238108144
file_231,243.45420059713314,0.10970536350221058,0.18346054345544902
file_232,376.7967693784258,0.17835141237405627,0.26476574587561874
file_233,356.18309655770446,0.07884711676952176,0.12137198869895653
file_234,291.16025807751504,0.09638964522210836,0.14979958051840717
file_235,338.2969679001526,0.07209701474798351,0.11677739754639645
file_236,229.68484422610086,0.20436749510695887,0.30827162345759607
file_237,488.0133891286359,0.06560293397654766,0.10644334073749616
file_238,248.52553704776983,0.11545443799525217,0.17139900343788203
file_239,140.94764069146933,0.12702262372132941,0.20723421780430523
file_24,327.7283220865474,0.05779198941259144,0.09866985197945524
file_240,302.26028293115417,0.05658287861686226,0.08997171340794739
file_241,219.66882387945148,0.1052151872796605,0.16000221553142716
file_242,312.2904028388541,0.04676373888507606,0.07416913334868733
file_243,510.00181453866026,0.049899718000911815,0.0803563710536102
file_244,360.90876149625603,0.04604502619629755,0.0741051024813273
file_245,225.9658249623676,0.04277837213041382,0.07353647769934922
file_246,274.1606330837417,0.054194024840130445,0.08864839184201356
file_247,261.17922874504103,0.06762744900283939,0.10770781539187085
file_248,252.72277891684743,0.10543781213982638,0.17483384667297802
file_249,267.66513268514444,0.1179231227311579,0.1837550744824733
file_25,162.92211513987428,0.017278830942837727,0.030688176956733492
file_26,439.33086730762074,0.08334208024519356,0.12978598691303334
file_27,369.69770672831373,0.039963539004000154,0.06644105700577962
file_28,280.4616546718622,0.1478457862571097,0.23782931762015846
file_29,396.65617251667976,0.07525937513548296,0.11910152524542439
file_3,465.3051154238482,0.06662270877556813,0.1064876762588569
file_30,229.1423702070299,0.027541935465300312,0.046621205552025015
file_31,188.20259208613405,0.0671957192214278,0.11522907495228472
file_32,231.9471223479908,0.05702082714462253,0.0941619198963204
file_33,244.80992505210938,0.1382026343923959,0.21122542073479925
file_34,227.23768240210728,0.11413287143872627,0.17559055140613994
file_35,277.35665476463606,0.23135389864698686,0.3426045830417732
file_36,258.64765866588175,0.07471289317707841,0.1324880237586663
file_37,240.77851643216067,0.09676759529107276,0.15282289152881573
file_38,373.86852484475344,0.07264583780818805,0.11708801894843987
file_39,279.70512475025185,0.06613298902711581,0.11130795251293704
file_4,383.8788357693344,0.2214313676377332,0.3306707829319075
file_40,450.50708042132095,1.0225438890372478,1.5263764004572313
file_41,362.2860428406147,0.033428832578106686,0.05411968585373243
file_42,238.3080836315915,0.03940323118611229,0.06361425977117316
file_43,293.9891103375783,0.04682351569529714,0.07661299007549292
file_44,340.5424129181836,0.19662892321021413,0.313153842283218
file_45,389.1720048395115,0.0744229258477335,0.11488308122777745
file_46,257.53175731253856,0.03807860420053955,0.06601629338492723
file_47,155.20444427825862,0.14467487321674496,0.2225584959458797
file_48,425.8944375620597,0.15759959202860457,0.23765428672701652
file_49,276.95702989508595,0.07617788398222172,0.12503849172405943
file_5,258.9410871644896,0.046209751684916124,0.07690993553374433
file_50,323.4346835145347,0.05897410953718999,0.09247469150112997
file_51,285.848360692331,0.21247353791352563,0.3320647665880329
file_52,255.0615533485332,0.05361632333025477,0.08647813329432122
file_52,184.93593478091785,0.1844747730252268,0.23419767974665584
file_53,303.16001152822037,0.054053061355157826,0.08522289094735896
file_54,289.6580316381659,0.07984940695987522,0.12642336491801476
file_55,488.3611378738814,0.08260903728406287,0.1280206829550233
file_56,244.94855080726308,0.06397292337834432,0.10710391551164283
file_57,273.7859214562973,0.08620417347536817,0.12982389468151678
file_58,260.0935164854291,0.16967664479301303,0.2531894927464026
file_59,250.71271486069227,0.05730985165285433,0.09057880498097742
file_6,290.4522417259416,0.06061012521161059,0.10317413895908512
file_60,348.116683013973,0.12633067961391134,0.19645025844166863
file_61,289.1911397579324,0.06272837098123192,0.1004823514698489
file_62,571.3226825416011,0.48837353224270147,0.8756379437552926
file_63,444.33622568552687,0.041626744088998725,0.06908041635840466
file_64,269.03521778387204,0.04753221809124848,0.08236933677448925
file_65,236.11193988396576,0.054220140329547015,0.09412764732642397
file_66,390.61268225441586,0.025575991777888156,0.043364938681678164
file_67,321.59600776207174,0.0684235255720728,0.10972766671118801
file_68,337.0730161066919,0.10535230180611899,0.16279840540293802
file_69,776.2970796072149,0.6553848632559209,0.9573714621833005
file_7,276.6998355209892,0.012133411186602485,0.020028087488782813
file_70,386.11181737504774,0.021138642236270815,0.034851632307281145
file_71,325.8234766562577,0.029106884350599722,0.05021757603688629
file_72,185.3954566264083,0.23041931344801297,0.3750600964770279
