,motorcycles_unigram,motorcycles_bigram,motorcycles_interpolation
file_167,247.36488151132443,0.07149127415713927,0.25406725369544286
file_168,242.14724536323382,0.09376678217462006,0.28918428846757654
file_169,285.71111321823446,0.15578529482728015,0.5016072395322547
file_17,219.74716023046318,0.07023439454162159,0.24227084070965482
file_170,342.716908001382,0.05892718423304265,0.18826934843356172
file_171,228.75064588606708,0.039439973051410664,0.13717974881641973
file_172,280.8177756929248,0.03226363476005558,0.12063565728663576
file_173,226.18304843788144,0.05980856557453258,0.20067634194287637
file_174,445.90029394884107,0.24595517415016177,0.7286853001162945
file_175,214.28505905444624,0.08578155212695396,0.3076826521642844
file_176,346.1816790335232,0.029280488198765966,0.10951938858715864
file_177,497.6835923605482,0.33731057830221317,0.9422407683714299
file_178,294.1531653966301,0.06590100342295749,0.21948758597081025
file_179,221.8291992515331,0.05820728127498662,0.19392139107546635
file_18,316.4661196000982,0.07144853574794119,0.2786042845391918
file_180,150.9693203798464,0.026664382304803936,0.11064296933329842
file_181,199.8736657038577,0.012121853369184218,0.04918744026127118
file_182,256.82583880320334,0.10517755606740041,0.35542870254452047
file_183,279.11751813651716,0.06397350744320915,0.203824444369135
file_184,235.4724165861103,0.0629106208300623,0.2293494316168538
file_185,459.49987831398096,0.14358845936219747,0.45089280537466897
file_186,347.54218360743215,0.16613538205282094,0.5750645592481461
file_187,241.46479089614542,0.04756049739259586,0.16283972352693546
file_188,251.7989019710622,0.04836238465396445,0.16849752448246372
file_189,221.05325777364317,0.08469921664616044,0.28595404489639026
file_19,217.74119680712585,0.048669282479763855,0.1685044660681547
file_190,284.0628803382136,0.12624778937074235,0.3931304002932971
file_191,304.3841275432523,0.05522506108573094,0.18535901599701604
file_192,296.7988494564079,0.11465502493198071,0.38470927119654985
file_193,314.0360338735732,0.06881960406794993,0.24862090340055118
file_194,303.47576472310317,0.06978457105583062,0.22830243351932253
file_195,207.7952852035628,0.027471307751042045,0.11455083476338106
file_196,417.14230759807185,0.06145199033757022,0.18800157782537236
file_197,236.77358482367504,0.055841833807640004,0.20161007801446798
file_198,208.1491099733786,0.03425821442096142,0.1355603482353436
file_199,231.1708205627451,0.08238974015329927,0.2728460079254244
file_2,127.57219034879886,0.04882735232881485,0.19958370402410638
file_20,209.65382145656284,0.06874849976578798,0.24283880171332328
file_200,455.3283457674313,0.9648232986137468,3.0018439672281367
file_201,221.17485526574833,0.057626290968604534,0.19072345729388657
file_202,166.5544605568619,0.03791767414939905,0.13182831361164507
file_203,326.7895255712708,0.08040304140958772,0.2716693990998422
file_204,402.66240460810843,0.4345656706326659,1.3110790153065512
file_205,579.7783133816781,1.2164664247661143,3.1969436541078005
file_206,565.1394307084975,6.443598298859975,14.9311739230472
file_207,315.7073189761608,0.043690485560175005,0.1521793528838544
file_208,316.0230032523446,0.014416239752287147,0.05592438695150649
file_209,243.3806020522593,0.11103490897206929,0.3562006143954177
file_21,165.7524596766998,0.051080351591746474,0.19633800574993526
file_210,281.0483488643353,0.17419036077436748,0.49165741664206486
file_211,163.7733214424335,0.05923979433490217,0.21440191733234815
file_212,236.19047681714147,0.031047585659277472,0.12155104015816484
file_213,212.9315141906886,0.04396035503663431,0.15593238734731074
file_214,214.94567116380037,0.026763776451596083,0.0991427820363983
file_215,273.6511535384083,0.053011164111415,0.1766441906465571
file_216,303.2604907604066,0.027186028616075747,0.09570640455464788
file_217,508.32084291576257,0.06107185860085295,0.19891005363512945
file_218,223.05512355038337,0.06128427969607539,0.20372099217392703
file_219,261.47152362073564,0.07192182916972482,0.24174189644846805
file_22,133.1882866856625,0.0167940570458354,0.0662292395887235
file_220,126.45911200760635,0.03549333909491741,0.13607479716183676
file_221,293.0631254985517,0.058771822812494184,0.19710178840216275
file_222,217.98811628436883,0.0283003463478552,0.11662326605021447
file_223,353.0162327666822,0.09674970781936025,0.29218713434217664
file_224,234.5849142524358,0.06265573396388127,0.21092451693949885
file_225,245.66067127485803,0.06231096788457496,0.2146233139887856
file_226,281.3573812768057,0.09271284203749446,0.26869696461899123
file_227,283.1992798348187,0.04456515991945711,0.14862073306202908
file_228,129.25052187241857,0.018356786054451027,0.07507401015106943
file_229,432.29767417629785,0.07238048764514929,0.22484603406440481
file_23,250.9696834213244,0.08443935393369358,0.28849478432887116
file_230,447.10300116473456,0.5976491128053868,1.5979729122951738
file_231,217.3223112614739,0.05390672122015718,0.21062920625487
file_232,304.05346464187187,0.1322827098211261,0.3992603605597489
file_233,223.9037229635037,0.05975839524748238,0.20433154247866536
file_234,234.4476148943834,0.07401420058131401,0.2444781540447001
file_235,251.58194306859244,0.06274864769704727,0.21095008029343645
file_236,198.66170990700675,0.15439977246040723,0.4937750267204612
file_237,251.7661014062254,0.16373271779701493,0.49703026412922263
file_238,166.01398231942196,0.07135111594456045,0.25212610805383745
file_239,151.1904220851738,0.08649964135308688,0.31515025310937683
file_24,210.5839194314708,0.07867540187283725,0.2562836255249937
file_240,201.34181400469203,0.02839643199780624,0.1023637859925088
file_241,210.89092679818833,0.06456821302675496,0.21502305769541902
file_242,285.1325834262549,0.04083975541356321,0.13775667552549062
file_243,344.28371759664185,0.0330908570401038,0.11641793062469895
file_244,239.12102841783496,0.04729790195225851,0.1681673234318496
file_245,154.7426820188372,0.05398562218808602,0.20992368179778653
file_246,180.14087479105902,0.03213891850347204,0.11622653965382534
file_247,320.85190608285615,0.14133097557672067,0.44443704812406953
file_248,214.77159236685836,0.09167550276640168,0.32690628851964776
file_249,423.32808304641895,0.2159127001420391,0.633758617005193
file_25,121.42075262235389,0.051684144876925804,0.19476686905604787
file_26,308.23062767132643,0.062044905226262374,0.21041063872966817
file_27,248.45860460782703,0.018364153123321503,0.07518992388154537
file_28,207.0384009033574,0.15350688812963365,0.4721960899675843
file_29,424.4603447730844,0.05521377289141646,0.1796795200196388
file_3,188.38703948541706,0.029125036696324214,0.11042571104960866
file_30,147.36026553521216,0.028433882070968267,0.10503125092215215
file_31,237.48071964242132,0.06642351454066783,0.22990365857972592
file_32,386.0091805319295,0.05112091180809418,0.170213680132077
file_33,236.83865259253625,0.11961284604983279,0.3900912222308234
file_34,207.94870696752247,0.0680810989083826,0.2258593843502337
file_35,270.30278490102495,0.13800657457697127,0.40330098085412647
file_36,182.59032667715297,0.039906243499202465,0.16536327757387417
file_37,213.27823841007287,0.035260887687889486,0.12465696249402552
file_38,307.5643164160749,0.041511610319148726,0.15024353737277762
file_39,262.9399990769355,0.04345466048429506,0.16212764187281944
file_4,200.59276558317023,0.03835132212800293,0.13468975067828348
file_40,252.30612238651935,0.05882694178807082,0.19353235424563675
file_41,309.02911098708955,0.05598993979549666,0.18628265770697686
file_42,121.33562249009871,0.0558247892183501,0.2050453763781165
file_43,199.33486197776983,0.04414604147381686,0.15347133876710306
file_44,304.3915038354261,0.10984762386061107,0.3763921880302409
file_45,292.67083723517055,0.04678358431344643,0.15827383506919493
file_46,193.35824128187173,0.03677412621453038,0.13489391507065865
file_47,172.38027978772342,0.08474592682399636,0.26963917596952847
file_48,375.5620706228359,0.20038911976129875,0.5837691471319454
file_49,274.91898579803785,0.043018366912484646,0.15310586054163952
file_5,244.02432991835602,0.048585594270234136,0.166048021653834
file_50,281.7279070673819,0.04909351180252894,0.164561635459032
file_51,245.37849710320597,0.10545406514508991,0.3371455914284202
file_52,314.11242145009857,0.07751569429152695,0.23708608195342487
file_52,1132.7710745263512,0.20861012433358436,0.48284616029290595
file_53,204.65183530798726,0.05558533842119094,0.1945546492454464
file_54,436.6534637695989,1.046343440597155,2.9462368186702057
file_55,255.0713155808343,0.02913785225157153,0.10475634284239375
file_56,281.13688622342806,0.062110678240947764,0.2086138799968218
file_57,220.7158723659231,0.08974084894868133,0.2831403904003434
file_58,229.4193907528751,0.1196334251955252,0.3744650822288806
file_59,210.9241996046969,0.0443043168178441,0.15247299578427156
file_6,284.0376722331768,0.0577956313916473,0.20971573014687925
file_60,290.029465439971,0.09142842803536574,0.2974851588883549
file_61,229.66047567456596,0.035921923049781,0.12475943046244717
file_62,444.3041016013618,0.5655856944726978,2.1801995532531193
file_63,177.836129768899,0.026760290555572715,0.10658915973516514
file_64,162.26956843155114,0.05147001659916286,0.19268919074015212
file_65,141.10463895521806,0.04689025490119644,0.18314716871598472
file_66,316.31291122875274,0.03288459298049237,0.1169173964723687
file_67,234.48212150721926,0.07162209941023534,0.24628812817271079
file_68,261.45181672174135,0.07292067497883536,0.24605714219259908
file_69,176.05233540565925,0.054362524935223706,0.1871279941139503
file_7,667.1200444747943,0.13083545174663375,0.4355026255617663
file_70,387.12821604446526,0.01847008161890855,0.06714396709207163
file_71,582.0133683906924,0.021390582933930345,0.07536616023826492
file_72,129.84954232203518,0.14574114109445918,0.5164684936611571
file_73,283.28558390946694,0.14781941574323199,0.5034173143317023
file_74,204.748071730286,0.06636002123013629,0.24206457175472687
file_75,263.71310848246935,0.12180279093467788,0.43822771454204507
file_76,110.91584767664726,0.017784049254005726,0.07392503462274734
file_77,343.37286447635796,0.0507994862224486,0.1768852672463216
file_78,266.0534622875001,0.059222006898956826,0.20204793779264965
file_79,220.49992078426322,0.0647575835733277,0.19874432610395182
file_8,288.8729409551835,0.05366443630819063,0.1934072402160315
file_80,201.5652642711534,0.1032187242793388,0.3714010986585868
file_81,259.9889297107725,0.06401561425210882,0.222197091631362
file_82,163.62576755900605,0.1970996908425757,0.6097315869133683
file_83,259.1798507521898,0.05753963978060186,0.19666305001206513
file_84,237.33064196914822,0.058601629424615866,0.19917385483681052
file_85,344.556600355806,0.12440332136473788,0.4053621414319807
file_86,172.83298056409117,0.07215143855330039,0.2582043378640359
file_87,196.38574147368192,0.031301341473155574,0.11753770943453709
file_88,263.25626494824274,0.05102517695229116,0.17095116872641483
file_89,215.44357441865995,0.08568024919300778,0.28973480621004405
file_9,181.2891001996095,0.11848862092722788,0.3708967835003587
file_90,636.1746767601081,0.7792206329229859,2.3347883377658025
file_91,167.20012257717332,0.04006204983386562,0.15781493850845435
file_92,249.8657644816966,0.16265585940207725,0.49842215060320544
file_93,355.7831317559944,0.10614656665265577,0.3519870717426988
file_94,478.73258186691606,1.5250086326433112,4.076166316202381
file_95,314.1186404042971,0.10951847580037558,0.4607026248703422
file_96,204.12950119393236,0.048461320765040866,0.18227102342233928
file_97,735.9045703816386,1.2755403209370852,3.843199851534525
file_98,369.3653343254878,0.19937337003913644,0.8084750732306625
file_99,144.28477018732275,0.08571664878861841,0.3101192634449782
