,space_unigram,space_bigram,space_interpolation
file_0,314.85219331725574,0.036077146035939874,0.05994712948339763
file_1,203.90862892112744,0.08180338107968017,0.1206741408344166
file_10,199.09275610741554,0.06382752852605754,0.11042158487578803
file_100,180.50291022108684,0.09065215446541355,0.15016169842545216
file_101,410.6296713278517,0.10542721082940429,0.1609188040190148
file_102,316.15663361481734,0.09852290102625662,0.15447409568041223
file_103,350.974374043511,0.024334191032695716,0.04127658271978984
file_104,249.109954111226,0.03161802370453856,0.05377772062384997
file_105,281.92483874556746,0.040815598306128145,0.06667204261550223
file_106,299.2416006510016,0.0724265031518658,0.11974441454771322
file_107,162.4341017998556,0.09144567895322299,0.14697173776990516
file_108,274.62883414808937,0.09135936910253688,0.1449996476842591
file_109,301.2522403939868,0.06485936818751917,0.10335340390825308
file_11,342.9926895791983,0.04259368448189117,0.06888168566762119
file_110,236.70699313612766,0.059983336219447916,0.09794362896496528
file_111,200.48529761737078,0.04564183508650644,0.07534472577330786
file_112,200.08885944403815,0.09251928234685673,0.1373963610369511
file_113,527.581941290014,0.03384296435164669,0.05532485244955644
file_114,289.24701171316724,0.040924114899985445,0.06913013952378258
file_115,221.5544731143039,0.03676217311165794,0.06258046509738402
file_116,260.760913678178,0.0526529664872526,0.0841135821127836
file_117,206.9664040831674,0.021354129525762978,0.03560451758861175
file_118,178.10114426070024,0.1296114051134437,0.19515198182551693
file_119,265.5293078066893,0.09197881032964629,0.13355286642115716
file_12,312.2973330712392,0.08789917579893784,0.13459832866359622
file_120,279.2375536097656,0.025963115830457646,0.04555341101938133
file_121,529.7356783550263,0.0695109088413209,0.11019469844822936
file_122,431.0881258999685,3.177757137247864,4.420741234969272
file_123,260.13306702332426,0.07190283170562597,0.11747447605053052
file_124,349.9457287524823,0.09872438874032931,0.16135547459523283
file_125,405.0197196566912,0.04564220002523842,0.07537835423247313
file_126,186.85435146113198,0.07601389976288936,0.12481087091336428
file_127,591.9075108317469,1.5185369539764517,1.9428243524634032
file_128,388.59673952442296,0.0483442271264013,0.07525951593962284
file_129,341.5573905027542,0.043976881249828986,0.0715169575824535
file_13,278.2190389152042,0.1393642550466283,0.19243669999884883
file_130,643.7224856433372,2.8707167920322743,4.023714643383271
file_131,265.3639786997095,0.04992185468618905,0.07699035560651296
file_132,194.7367461229566,0.05518119619509555,0.09352603453167745
file_133,212.94378056284637,0.04501442832749641,0.07459654257050967
file_134,133.17513719382046,0.023631050454760234,0.041562543897444605
file_135,593.560821767185,0.013080979820239536,0.022877326784165045
file_136,315.1192985417129,0.029504502804391104,0.049184197986687495
file_137,317.71420564430764,0.06128746323224936,0.09992643845425786
file_138,328.84068241397665,0.06634107745411613,0.10984631960059545
file_139,429.5699212607813,0.05519652291707883,0.08785841499757209
file_14,573.3769034946346,0.5323330785921548,0.7648862427489044
file_140,419.8956994878955,0.18108325336058792,0.2716935340073986
file_141,477.0878127260795,0.2309847153870893,0.34497422752199214
file_142,341.39714201068426,0.1273308178868175,0.2093352349049978
file_143,476.6207043808424,0.8958332450902766,1.3363690721245043
file_144,334.4101773260053,0.05747335570682137,0.09118645330436323
file_145,349.26876641371587,0.04523653549639232,0.07646407978293793
file_146,326.3481657912428,0.027664196487654964,0.04372057066976561
file_147,206.1887469217272,0.11542471298973153,0.17470990747491702
file_148,320.5699641613622,0.09832216208715293,0.15763805356732682
file_149,274.1063514783034,0.047561404625017914,0.07984671928570673
file_15,362.2285994675988,0.07474535594748162,0.11801025752901102
file_150,105.81260876163218,0.022652939441738157,0.04112975790231413
file_151,194.62146025462226,0.04716425319218051,0.07993697889520712
file_152,191.13279890215233,0.03886856186976015,0.06547048934290642
file_153,248.06627242132672,0.045069473923069016,0.0728439712642125
file_154,255.34320045207372,0.062450322494221465,0.10226218283417039
file_155,458.3667555347887,0.07803010868964834,0.1281570335202558
file_156,207.50435026233953,0.04579823565743898,0.07922345115860324
file_157,242.9636231904354,0.055306818682974185,0.09634061635652842
file_158,365.9016557347222,0.048219861788807925,0.07546203999300295
file_159,390.87073941237344,0.13507463210929552,0.20596441376192245
file_16,213.8513760157249,0.10274622313265304,0.16307091535582247
file_160,344.3496969248296,0.6904398132227659,0.9587706350488702
file_161,214.57880941761846,0.017301780997378304,0.030162090900939496
file_162,318.4555375601809,0.07192154103147637,0.11617872849362797
file_163,154.22546420252485,0.0720194724210281,0.11158391682510153
file_164,354.2675729903369,0.06100096562039158,0.10113377864220002
file_165,142.7945667541756,0.12736974934359988,0.23455855601952
file_166,308.30026807291097,0.05485620846282621,0.08820183349892395
file_167,281.6860561533997,0.07599497894326326,0.12421274307681117
