,space_unigram,space_bigram,space_interpolation
file_168,356.3979358562705,0.08209861041249987,0.13145418051439528
file_169,242.15340178244713,0.04914535942883777,0.08094279609231485
file_17,286.255839148578,0.08873249783011217,0.13925535004771275
file_170,494.7262325285178,0.19847763197582505,0.288007305045089
file_171,239.8812214462993,0.05628635448925668,0.0907803820334138
file_172,293.3354115996745,0.07916302779489028,0.123988983393532
file_173,240.3565371469537,0.0828769686394519,0.13687000032803592
file_174,246.62564089251612,0.07121306128958392,0.11995699001544646
file_175,314.7213054715668,0.13209639916985955,0.19985793695976325
file_176,503.53556215506694,0.03360983568330154,0.05663853929217218
file_177,233.09103452458314,0.0427925377092556,0.07117154817273152
file_178,464.0734754824641,0.12005171212078443,0.1883352494766762
file_179,270.0415114189142,0.05609089585482577,0.09120806977101809
file_18,322.2580309933259,0.11898143464221501,0.20363976721081356
file_180,356.2902564596583,0.06930105960903643,0.10980129628483079
file_181,389.7867691543075,1.106828257270356,1.5130772865489164
file_182,497.71644316109274,0.18018567618360395,0.26846923017503604
file_183,402.2205105992819,0.07966939244533996,0.11820874300894822
file_184,227.64749866149972,0.0659818386555894,0.11009417982068481
file_185,394.03021861267285,0.054568339206639234,0.08741140751757485
file_186,687.5521122365215,5.535854907231461,8.012191120160601
file_187,531.7243985856305,0.11804120293583938,0.18009465392505625
file_188,352.7924357938814,0.05035859750264996,0.08731531494497777
file_189,311.32334972773094,0.08042355260744714,0.13019753567558787
file_19,262.50883500052356,0.06774826897927456,0.10894238948544795
file_190,436.6417062262951,0.12094447563534394,0.18715832823088055
file_191,469.31482777175,0.13446448174925346,0.2089168683766205
file_192,400.46863837398195,0.07949242465662412,0.12789617934862282
file_193,341.4279247190542,0.07069073540947532,0.12007832963570535
file_194,553.6696147942661,0.13314013326519622,0.19764417476365367
file_195,414.83881456688107,0.051957419168445734,0.0922472440324428
file_196,522.8304077017098,0.0530955828676633,0.07908325936410507
file_197,491.5474077765716,0.34385095736168836,0.5361795607560942
file_198,302.86539676993175,0.033435497145499926,0.056892962299877246
file_199,320.8894409651808,0.07833748210283101,0.12288076065400752
file_2,265.0924799634067,0.03927478004469404,0.06833551133631355
file_20,169.0031214679517,0.04685980589020542,0.07739328128739065
file_200,298.8759358984187,0.12326201987648243,0.20524066176669795
file_201,203.02013901076802,0.0771277189957861,0.12576490836570037
file_202,264.14887468718973,0.06854229024641448,0.11358956369561427
file_203,291.58706598789536,0.06760324546565499,0.10784798733281191
file_204,281.3561664086057,0.05837551635838522,0.09470643498427138
file_205,272.6782204241423,0.06265296333321142,0.1014882812931996
file_206,205.92995833397305,0.11356499458003631,0.17500291094218906
file_207,553.3278902755693,0.04415094490809516,0.07089152962810136
file_208,658.9768944304052,0.02220359553290336,0.03769359500751329
file_209,316.0500382798604,0.1036434368603081,0.1625255339867157
file_21,295.3761713870268,0.05913713027884057,0.09486621663405885
file_210,384.02202483805263,0.1349218176623033,0.19082148603228694
file_211,481.2182872673399,0.1925129215420019,0.29894120038607425
file_212,276.2898590109625,0.031061983803576804,0.05223122326497265
file_213,235.81880048015586,0.08315223646507466,0.13512688458242467
file_214,221.81914782299697,0.030072152026669983,0.05307755833509672
file_215,361.3127115061213,0.0668002050273825,0.10391182716761321
file_216,649.9877301555327,0.033411214969329424,0.05427567764664078
file_217,382.52416285786364,0.06515851959713787,0.10860331877484944
file_218,286.00997364927593,0.08014357526779906,0.12669448192944624
file_219,390.0737444404083,0.0812525181365473,0.1285121121926145
file_22,482.53088137315416,0.022814900148250706,0.03796434697654724
file_220,154.8936406285753,0.05850843909933359,0.09456204282465644
file_221,325.84309015926306,0.0771100389088115,0.12022039908365047
file_222,266.1925371389389,0.07761825563081443,0.13661236599185747
file_223,461.8530910613103,0.02217932232290532,0.03629527410863363
file_224,339.7074955166763,0.09272833412679266,0.14065587574157923
file_225,366.2767090852156,0.06544486842643309,0.10502538291678032
file_226,326.0339235505982,0.05340149020316937,0.08565235128018545
file_227,267.6364592790699,0.08015123948667736,0.12438298361446777
file_228,171.2124599833643,0.027597099975544638,0.047362557145418684
file_229,394.4834722362662,0.06195921034268835,0.09611437969953075
file_23,355.93616653614254,0.08000835163974485,0.1279838465254173
file_230,347.7355551551782,0.05704489041907566,0.0914420362767779
file_231,268.27441127339154,0.20048935723456476,0.3204806854858224
file_232,359.3662989451808,0.17940937238123136,0.26591025210528113
file_233,242.05985676225833,0.0938202898078258,0.14359685751209889
file_234,344.7177763833606,0.07876950094999924,0.12431205747906153
file_235,354.8842005763301,0.0985540897213399,0.15788942672420805
file_236,300.5392020162465,0.22628574415610844,0.32937834041502423
file_237,360.96446204989405,0.0424657960671958,0.06910955254280435
file_238,270.09370415351,0.08060499032938119,0.126153326042537
file_239,216.0416277938358,0.08096860537970545,0.13728466909549533
file_24,247.34089148815406,0.056131615681565286,0.09343900899803877
file_240,241.64229496722083,0.04104996497989749,0.06615180645093725
file_241,232.5397745137449,0.08462143800982266,0.13169390365823283
file_242,373.56144514614283,0.0343315717189061,0.05610998992240773
file_243,431.8776507504968,0.032183367343723485,0.05275599945606738
file_244,245.77827908570535,0.057053631801543894,0.09337239392829758
file_245,268.40498104320164,0.04471133697360546,0.07644897890227605
file_246,389.86839382770677,0.0660011612165053,0.10353611698749013
file_247,317.1010141499087,0.07325227170801982,0.11646756533067383
file_248,579.1120539008224,1.4393976238074626,2.188005793797163
file_249,287.2076482668879,0.11581888527346078,0.18543342809340027
file_25,157.7416299874668,0.038901052782249354,0.06474744979087821
file_26,541.9058419335581,0.3537261649905442,0.5161194822862779
file_27,310.56168836012364,0.056583251804141005,0.09031232198382479
file_28,294.7493543084395,0.12219156743693683,0.1935173718387791
file_29,401.2237475553696,0.08933315781422649,0.1352342372012399
file_3,221.06988807445157,0.036882480389457184,0.061759748499368335
file_30,592.5085180156142,0.07780440722415297,0.11808801587195163
file_31,211.8447630862291,0.07335907038065914,0.12211392812631214
file_32,265.3978351954237,0.04623020054275446,0.07571085748405648
file_33,331.0367783222472,0.10507234021581885,0.15735545570401135
file_34,262.33776880406856,0.13192364122300285,0.20986068691615056
file_35,331.22157438894106,0.0961858206383184,0.14946452541847258
file_36,332.3612162837881,0.04836276702823783,0.08549810003537249
file_37,263.18362487120726,0.0940045699692145,0.14609032400416244
file_38,364.11367261282044,0.05788203529036127,0.09437170416023398
file_39,280.6954083879252,0.07273568575809236,0.1212104773061101
file_4,288.62552971185676,0.06972620384982726,0.1079662227772139
file_40,303.3925664866099,0.07605026577243869,0.12008118643070116
file_41,649.0639396769022,0.11218460682246921,0.1660739658856791
file_42,275.90401535379226,0.02596825404260062,0.043205599451896226
file_43,291.0779027291937,0.06303566904215505,0.09818161185674418
file_44,337.56877146061544,0.18666977857360306,0.2946436802000246
file_45,437.1451681979575,0.06800106764331885,0.10399363610548326
file_46,296.66602065099033,0.050134037881029006,0.08501828305295216
file_47,270.31421433876665,0.4634221208023076,0.6932820487903535
file_48,446.84958689080435,0.17340016781548684,0.2490811844840451
file_49,509.39516844759396,0.22549521470304132,0.3424750735065532
file_5,317.6823129167496,0.0414761469335796,0.06668522118065688
file_50,468.97714397720466,0.4213069423410386,0.6084932007661282
file_51,305.7362251385039,0.16400708617266055,0.2499706783002088
file_52,294.0538116851039,0.04999136924914554,0.08188106020353964
file_52,184.26884398036125,0.1982101011116674,0.2468323057347532
file_53,242.3697363802921,0.0752069378428048,0.11702722956185697
file_54,294.07386193576724,0.06488258385516116,0.10251467977710285
file_55,387.44448525330955,0.03288330067316308,0.05387583457664318
file_56,239.8019781748557,0.053879825866317,0.09073479753880442
file_57,384.09092831224217,0.2899304138685257,0.4224595766083814
file_58,285.3169373772816,0.12649022624334874,0.19457047273474043
file_59,259.47695105002686,0.05774981484880176,0.09085528205980965
file_6,341.3849571987526,0.036988520533349445,0.06478733634962738
file_60,372.31987297368516,0.09497760214913721,0.15021193951858405
file_61,281.67199951089117,0.051211199621063026,0.08192437791679251
file_62,405.14584015268775,0.5754680072190361,0.9859017040929385
file_63,211.2789158429235,0.026963729105275804,0.047359421840834935
file_64,677.198730055283,0.632165739080683,0.9522676366896909
file_65,181.06532663438708,0.055104103175950166,0.0965129849339889
file_66,291.0529752239949,0.024326539984373452,0.04106321262215018
file_67,306.1558326340609,0.05516188422220644,0.09315335056038221
file_68,366.85659772722585,0.12600832773651907,0.18309693360781273
file_69,203.39725788546258,0.0616906736333595,0.09887214820023867
file_7,411.8775474066278,0.012724089492695989,0.021541030464825865
file_70,347.3834410285623,0.019270830616511615,0.031615981898616856
file_71,2067.095807049006,0.4463203282763734,0.7084443921204754
file_72,231.6061598965301,0.3177152611039242,0.4928258628430199
file_73,235.30167596607188,0.077062378057671,0.11994860682235743
file_74,310.59058154517624,0.10162809605654298,0.15735989216116242
file_75,320.9553605106029,0.22051341444267542,0.37185442519550466
file_76,157.4523656484161,0.01805387504485819,0.03188885907902699
file_77,383.56162285728345,0.03920035792947643,0.06488818040174606
file_78,216.29431724650215,0.02898563626038411,0.050951108336895326
file_79,464.63147727240045,0.07295266363940088,0.10635056816848454
file_8,437.7948053822529,0.06584157134063892,0.10938568372351753
file_80,296.2843675921793,0.12218422860082825,0.20216672048917023
file_81,629.2720357075103,1.6069632781249277,2.268014574228858
file_82,294.7686054926874,0.04095320574511451,0.06680971088923977
file_83,456.1210933707802,0.0628557622362277,0.10182545637838593
file_84,477.5688295083977,0.09502056955726247,0.14190331727012573
file_85,467.4571107342558,0.165489750997631,0.25136882684231504
file_86,256.0953340904763,0.09058010328621334,0.1474654858886024
file_87,326.2067156438014,0.07648906844986318,0.12513938626837684
file_88,365.1624473081097,0.07470669653277379,0.11197895082470366
file_89,280.45368183157024,0.07763369218302037,0.12576256933603464
file_9,302.78708667139335,0.10820433537433469,0.16634019816736473
file_90,352.69070773881396,0.043605452836498027,0.07172940620304667
file_91,527.6619281374918,0.2590036251696013,0.4173856279200667
file_92,282.51583467225464,0.23571784808813362,0.36123244327172355
file_93,674.2140510302884,0.9760883504093703,1.4420876463239254
file_94,243.92960433660676,0.08322167029633751,0.13816508490103394
file_95,287.2215618676611,0.30924948630325105,0.529459285901904
file_96,273.58221701401817,0.0623302631319379,0.10525923625366461
file_97,193.10918748650687,0.028541651686202693,0.04778253312260698
file_98,356.3566931616256,0.2459991167908729,0.4260960555703551
file_99,239.3634687875218,0.04987606383237394,0.08406603326178738
