,atheism_unigram,atheism_bigram,atheism_interpolation
file_0,238.44920164981392,0.04760428740997204,0.16356356020799426
file_1,214.68508609288887,0.04356017438320018,0.1446384694303956
file_10,206.0210982061755,0.06306868340004729,0.22533739122280233
file_100,173.8245522082789,0.030422281708869518,0.10960265268661099
file_101,328.3125030409305,0.05565241553958753,0.17717522988375803
file_102,249.33394712545174,0.12017342264226517,0.3652042138261083
file_103,286.165642504076,0.031248674092435785,0.11075733434867506
file_104,633.4627296498362,0.18164327208259798,0.5588764588466844
file_105,561.8179114554133,0.4630218912082716,1.4116529469584254
file_106,279.50233774101247,0.13212948211856004,0.43279371007518624
file_107,200.86907525758798,0.07884256051477709,0.25140722633397156
file_108,307.4703051456137,0.09374082175393846,0.28483836612079705
file_109,559.6895442471796,0.8293957892418111,2.0083049597605225
file_11,269.151841532594,0.04079794387051687,0.1350626176606774
file_110,183.53944094513608,0.0487140121959386,0.17092777221677224
file_111,182.56253411655075,0.04383385379696289,0.1559180187226795
file_112,188.1477936568712,0.07997520671477316,0.2554118692428826
file_113,868.2902139109524,0.5050764480551784,1.4104207559017168
file_114,308.0466845664552,0.050841050391292684,0.1641948864919313
file_115,153.00832322541655,0.03531499385662268,0.1291773500373592
file_116,258.00096702693554,0.04496235867800972,0.14146280150989538
file_117,238.23839662831017,0.036260278038864724,0.12108848057503958
file_118,183.41202757504513,0.10780033135657605,0.3242134217475493
file_119,230.6055484737958,0.05931198904007027,0.17015277489246278
file_12,322.48253408370005,0.1788908581316302,0.4742687265724895
file_120,1071.1990438563828,1.6781108666182278,4.424350047022845
file_121,447.528110486515,0.13740605926562194,0.41889281568229214
file_122,193.2174837919848,0.0953727322848746,0.29954883222576645
file_123,247.14617580320035,0.11528240688740951,0.365012084431698
file_124,376.6751533418446,0.0770030105365933,0.24043584693110767
file_125,384.1124011905626,0.057089500863813904,0.18968151571015646
file_126,345.413330391703,0.14245792613737054,0.42165757610574617
file_127,184.01321169622418,0.038136987811834916,0.12027003816863599
file_128,350.9011955875083,0.06919592030732576,0.21620097557148757
file_129,244.90824521461354,0.053070110143239695,0.1808250325486219
file_13,312.60111124237324,0.28306709142319536,0.6506038187881485
file_130,307.15347422376146,0.11226586605411742,0.35232362124940697
file_131,231.33659194796059,0.04518793667682985,0.15065869834381254
file_132,172.15038093527988,0.05760619446344397,0.20027677759495688
file_133,205.54688269831635,0.042437007681997374,0.1505241890140809
file_134,243.87010135081715,0.02459931082535026,0.0922559733997173
file_135,487.0778245153164,0.017376430707054046,0.06502739318453914
file_136,182.61549741978928,0.024943774647127548,0.09269623270898243
file_137,237.7872632101916,0.06824109059521175,0.23861824642210047
file_138,213.13748084165755,0.08424867836881535,0.3051945084204447
file_139,359.9413223955714,0.03922113197716083,0.13443489281831641
file_14,254.8145531142741,0.050869112077781095,0.17448327063162847
file_140,417.08846458701515,0.22731579470914395,0.6400610971101406
file_141,304.2185052500877,0.15940059497558262,0.47340895065210326
file_142,226.19885564449146,0.07654897148599908,0.25884841169848
file_143,296.87808972222507,0.07461908960172998,0.22826859123638035
file_144,256.38968418295065,0.04822284301380434,0.15635072789773
file_145,384.99171691498697,0.03721632788936898,0.13195986182456734
file_146,251.32723630296536,0.1233592244169656,0.368375958531741
file_147,388.5251746175901,0.307926299700121,0.7571140015475591
file_148,254.64900748002253,0.09701679022562476,0.2953996119611888
file_149,251.08083419731972,0.09385636242343219,0.3158367898904825
file_15,396.8290718532956,0.08803461208140179,0.2590776623863675
file_150,232.9018439675328,0.011317000818259473,0.04636011169167165
file_151,344.9113629618181,0.0839839739893489,0.2882473939105118
file_152,171.14407801764244,0.03661492090072104,0.13489106755303804
file_153,485.4477370656942,0.33513627033853527,0.9846655150816762
file_154,416.1856857846016,0.20482651867816973,0.575355324323624
file_155,692.0426005690183,6.522584642082466,16.74633483328027
file_156,242.1615743175549,0.0537385551417409,0.19002499140616178
file_157,211.16875463412015,0.016597593066161997,0.07292913138477831
file_158,342.89245576121795,0.02499957948397775,0.08081864558398989
file_159,329.968533119708,0.06304742463041835,0.19408315618962202
file_16,532.235259444686,4.664460603992721,10.176671420521702
file_160,233.31949899791186,0.6555636955641624,1.615595362968567
file_161,453.9553226812331,0.04259772578877811,0.1508316221609372
file_162,338.78034567221545,0.24420999505851532,0.7698119970366984
file_163,175.1627906645131,0.030451225042067574,0.11847740211744114
file_164,317.43471713403216,0.08307472260468035,0.2908983125989042
file_165,173.67333667324095,0.1206334110754894,0.5141234746309377
file_166,243.35610976124556,0.0697165016286149,0.23690611366554978
file_167,559.2261025395013,0.2719326936641375,0.7867964454109693
file_168,466.2859088335101,0.4321757308271672,1.0964885118395726
file_169,237.26061035866508,0.05034758125680038,0.17073985364909655
file_17,278.82085942281157,0.14028134991982538,0.4175950968309805
file_170,425.9294404180533,0.1669987051864121,0.46204995057450965
file_171,556.1993258974803,0.2603943685454188,0.8270966150951072
file_172,587.391776905793,0.20946710386222672,0.6505313497290336
file_173,457.46480343860543,0.2816124819773918,0.7886086333305953
file_174,256.1291475571847,0.05375351399606094,0.18556656146199998
file_175,265.2950932747883,0.0383229263925566,0.13823003676634063
file_176,378.06582585935644,0.02713940640960573,0.10240445709841339
file_177,234.7124722016423,0.061986300618656016,0.19267908284072577
file_178,369.47384395264487,0.16146439207407975,0.46567781999828284
file_179,342.45928021714616,0.19185517208472536,0.5416339591802902
file_18,237.76678224725737,0.07583213174647573,0.25108053917001244
file_180,175.21877890125694,0.030880479746217448,0.10794002791513428
file_181,280.6462703535753,0.009770883180186197,0.04119846772362991
