,autos_unigram,autos_bigram,autos_interpolation
file_64,155.0858463722437,0.06662267350821091,0.07883054283553027
file_65,173.08778466391442,0.06607565924584827,0.0774696402832532
file_66,281.95437514082795,0.027438220739699936,0.03201082785632018
file_67,265.9195073780629,0.05828474753808346,0.06782247849357739
file_68,280.9952768905322,0.08928202327959411,0.10068452566041852
file_69,180.1949535713599,0.05970846395715017,0.06749874790306892
file_7,336.52699635074856,0.011878700346130047,0.013632282967123783
file_70,473.9634825639086,0.06856590744827881,0.07776890653549966
file_71,634.1693467923681,0.014181842843992034,0.01650782618977145
file_72,175.6215134959007,0.2658944143543072,0.31412426192086346
file_73,467.9486786072666,0.04734275427118371,0.052597901236173354
file_74,276.0271581421933,0.1205842275418296,0.12986178100971138
file_75,358.19346954087416,0.7129984528495794,0.8345106551620735
file_76,109.29685743745497,0.019249630875990888,0.022887688875084158
file_77,432.33205876680586,0.06559977407516096,0.07458129415332745
file_78,204.68041493509432,0.03368362683466957,0.04045195511788598
file_79,415.9410292949843,0.06156754715343941,0.06602798590450154
file_8,412.7372182025649,0.14243749910701478,0.16139859121805988
file_80,215.48640713778227,0.1161807991119018,0.1364274489227135
file_81,247.25300610579018,0.08239042503543428,0.09536228643403084
file_82,176.09698190919593,0.15496905673593228,0.17829070441706169
file_83,319.9789247551712,0.0682185835965496,0.07772507477166268
file_84,194.73880532548992,0.05197839100410085,0.05687051774564214
file_85,332.17013664099557,0.13592693381062812,0.15794449775483704
file_86,154.3348046915154,0.05091888613598891,0.06052158282692706
file_87,231.11885876742105,0.04432510356475205,0.05102661300739526
file_88,275.2685032372899,0.05066274598034939,0.05751635556068351
file_89,225.25690823318448,0.03890463787695901,0.046116447576807794
file_9,223.79585646968894,0.21222153289931217,0.231176054316063
file_90,311.7097429944769,0.05888307370313616,0.06788966633260374
file_91,236.87858446390905,0.026209922195793624,0.031022775598724187
file_92,238.4536000132561,0.19084435874494712,0.21155821808312367
file_93,363.89848884916444,0.10148068591251966,0.11575884881937563
file_94,214.24224796616386,0.09001453505624334,0.10564917283373557
file_95,366.3078480906463,0.1848703864904703,0.21578302270759417
file_96,247.144308645433,0.058704391642015435,0.06773422837255053
file_97,206.9424420591893,0.033037857326945294,0.0388022683816243
file_98,261.1849880397033,0.1999006344628788,0.2344970103782336
file_99,189.2054459083264,0.040664904448176095,0.048232659952034095
