,space_unigram,space_bigram,space_interpolation
file_223,461.8530910613103,0.02217932232290532,0.07663273694883234
file_224,339.7074955166763,0.09272833412679266,0.2798537062082915
file_225,366.2767090852156,0.06544486842643309,0.21837878775264566
file_226,326.0339235505982,0.05340149020316937,0.1772385355366766
file_227,267.6364592790699,0.08015123948667736,0.25290014047713416
file_228,171.2124599833643,0.027597099975544638,0.10511150294638463
file_229,394.4834722362662,0.06195921034268835,0.19573135634881547
file_23,355.93616653614254,0.08000835163974485,0.25951896164349497
file_230,347.7355551551782,0.05704489041907566,0.18847973802394527
file_231,268.27441127339154,0.20048935723456476,0.6591937762446904
file_232,359.3662989451808,0.17940937238123136,0.5214735973028569
file_233,242.05985676225833,0.0938202898078258,0.2948244347452531
file_234,344.7177763833606,0.07876950094999924,0.25283558181106125
file_235,354.8842005763301,0.0985540897213399,0.3260564933875568
file_236,300.5392020162465,0.22628574415610844,0.639032315745264
file_237,360.96446204989405,0.0424657960671958,0.14374106926208785
file_238,270.09370415351,0.08060499032938119,0.2563993230975915
file_239,216.0416277938358,0.08096860537970545,0.28954998967861656
file_24,247.34089148815406,0.056131615681565286,0.19707472471659873
file_240,241.64229496722083,0.04104996497989749,0.13974853085332212
file_241,232.5397745137449,0.08462143800982266,0.2669191513466916
file_242,373.56144514614283,0.0343315717189061,0.11768544990958582
file_243,431.8776507504968,0.032183367343723485,0.11146858060574578
file_244,245.77827908570535,0.057053631801543894,0.19770578261760854
file_245,268.40498104320164,0.04471133697360546,0.16384341845664976
file_246,389.86839382770677,0.0660011612165053,0.21226450727323196
file_247,317.1010141499087,0.07325227170801982,0.24032624923756807
file_248,579.1120539008224,1.4393976238074626,4.205490143078205
file_249,287.2076482668879,0.11581888527346078,0.37563351927783467
file_25,157.7416299874668,0.038901052782249354,0.14267854261831178
file_26,541.9058419335581,0.3537261649905442,1.0025226715939104
file_27,310.56168836012364,0.056583251804141005,0.19062385960981096
file_28,294.7493543084395,0.12219156743693683,0.38884770852891215
file_29,401.2237475553696,0.08933315781422649,0.27047584541822645
file_3,221.06988807445157,0.036882480389457184,0.13360064324155807
file_30,592.5085180156142,0.07780440722415297,0.2358887996582225
file_31,211.8447630862291,0.07335907038065914,0.2620041620682973
file_32,265.3978351954237,0.04623020054275446,0.1614736716098258
file_33,331.0367783222472,0.10507234021581885,0.32275557764767804
file_34,262.33776880406856,0.13192364122300285,0.4298538570354478
file_35,331.22157438894106,0.0961858206383184,0.30162791959614704
file_36,332.3612162837881,0.04836276702823783,0.1849392798390569
file_37,263.18362487120726,0.0940045699692145,0.3054037588761904
file_38,364.11367261282044,0.05788203529036127,0.19755414095169543
file_39,280.6954083879252,0.07273568575809236,0.2578762960205875
file_4,288.62552971185676,0.06972620384982726,0.22209967138270476
file_40,303.3925664866099,0.07605026577243869,0.24410597428467637
file_41,649.0639396769022,0.11218460682246921,0.33620526148604146
file_42,275.90401535379226,0.02596825404260062,0.09399290003952726
file_43,291.0779027291937,0.06303566904215505,0.2036394011092639
file_44,337.56877146061544,0.18666977857360306,0.5944482858249682
file_45,437.1451681979575,0.06800106764331885,0.20950704217114655
file_46,296.66602065099033,0.050134037881029006,0.18270509206376814
file_47,270.31421433876665,0.4634221208023076,1.3300107234362495
file_48,446.84958689080435,0.17340016781548684,0.4844447170042184
file_49,509.39516844759396,0.22549521470304132,0.6765479705168457
file_5,317.6823129167496,0.0414761469335796,0.13959611011265066
file_50,468.97714397720466,0.4213069423410386,1.179745920021401
file_51,305.7362251385039,0.16400708617266055,0.4965104485472531
file_52,294.0538116851039,0.04999136924914554,0.17516892650470525
file_52,184.26884398036125,0.1982101011116674,0.4837952177400723
file_53,242.3697363802921,0.0752069378428048,0.23756878740674486
file_54,294.07386193576724,0.06488258385516116,0.20701305977568157
file_55,387.44448525330955,0.03288330067316308,0.11456275558586239
file_56,239.8019781748557,0.053879825866317,0.1933683608312441
file_57,384.09092831224217,0.2899304138685257,0.8371143152882266
file_58,285.3169373772816,0.12649022624334874,0.3857479038815293
file_59,259.47695105002686,0.05774981484880176,0.18840573285633389
file_6,341.3849571987526,0.036988520533349445,0.1375147497047593
file_60,372.31987297368516,0.09497760214913721,0.3045509390160664
file_61,281.67199951089117,0.051211199621063026,0.168588671290737
file_62,405.14584015268775,0.5754680072190361,2.063110763228848
file_63,211.2789158429235,0.026963729105275804,0.10545664347773293
file_64,677.198730055283,0.632165739080683,1.8319991860301181
file_65,181.06532663438708,0.055104103175950166,0.20887841899387677
file_66,291.0529752239949,0.024326539984373452,0.08872065319494697
file_67,306.1558326340609,0.05516188422220644,0.1963679939000331
file_68,366.85659772722585,0.12600832773651907,0.3605430642572062
file_69,203.39725788546258,0.0616906736333595,0.20676576866834034
file_7,411.8775474066278,0.012724089492695989,0.04755217838326619
file_70,347.3834410285623,0.019270830616511615,0.06821907449254658
file_71,2067.095807049006,0.4463203282763734,1.4920118066317578
file_72,231.6061598965301,0.3177152611039242,0.9583632431399659
file_73,235.30167596607188,0.077062378057671,0.24612857371269442
file_74,310.59058154517624,0.10162809605654298,0.3240528685985507
file_75,320.9553605106029,0.22051341444267542,0.7664405236169891
file_76,157.4523656484161,0.01805387504485819,0.07288624915353428
file_77,383.56162285728345,0.03920035792947643,0.13731961953479954
file_78,216.29431724650215,0.02898563626038411,0.11127361527756816
file_79,464.63147727240045,0.07295266363940088,0.21324820095874641
file_8,437.7948053822529,0.06584157134063892,0.22642291888355584
file_80,296.2843675921793,0.12218422860082825,0.4164911703577462
file_81,629.2720357075103,1.6069632781249277,4.213444842832588
file_82,294.7686054926874,0.04095320574511451,0.1362012276089209
file_83,456.1210933707802,0.0628557622362277,0.20850873870997177
file_84,477.5688295083977,0.09502056955726247,0.2875051754473369
file_85,467.4571107342558,0.165489750997631,0.481747022434844
file_86,256.0953340904763,0.09058010328621334,0.3051334204344306
file_87,326.2067156438014,0.07648906844986318,0.26374047480195206
file_88,365.1624473081097,0.07470669653277379,0.22322719592293125
file_89,280.45368183157024,0.07763369218302037,0.25670598619000284
file_9,302.78708667139335,0.10820433537433469,0.33169740736896586
file_90,352.69070773881396,0.043605452836498027,0.1525587177895564
file_91,527.6619281374918,0.2590036251696013,0.8617242314518127
file_92,282.51583467225464,0.23571784808813362,0.7072054947440874
file_93,674.2140510302884,0.9760883504093703,2.818422052211051
file_94,243.92960433660676,0.08322167029633751,0.2870163786649617
file_95,287.2215618676611,0.30924948630325105,1.1574527511022512
file_96,273.58221701401817,0.0623302631319379,0.22499798600085477
file_97,193.10918748650687,0.028541651686202693,0.10365893193306486
file_98,356.3566931616256,0.2459991167908729,0.9217136831916026
file_99,239.3634687875218,0.04987606383237394,0.17832087434252752
