,autos_unigram,autos_bigram,autos_interpolation
file_0,291.57212621877983,0.0660119087037076,0.2185590719809268
file_1,149.7362499079538,0.05654335304225613,0.1950901298503749
file_10,455.3321597562377,1.0493825204072813,3.013772853034999
file_100,179.71289942285793,0.06655808317564083,0.2313094017929369
file_101,259.1377084910542,0.04880759405627873,0.1660631219560115
file_102,303.623516038377,0.1616948534880128,0.5091327427325621
file_103,277.0759707496452,0.048157096714375715,0.17935299473758345
file_104,185.88627932491252,0.038582292307787557,0.14336435982064447
file_105,237.3508841102101,0.03582664558046414,0.12055513768591186
file_106,198.80619505744866,0.07585772840006627,0.2895373055169992
file_107,134.92156641355092,0.08360895610392383,0.28722600385113733
file_108,428.4904724451253,0.10409328219624193,0.3239884939746969
file_109,239.2004049203229,0.06676609562216969,0.23443221676790674
file_11,230.25427116610538,0.03926549798411389,0.13863665176019535
file_110,186.577674688573,0.09175239414796715,0.29213283224004477
file_111,155.35045878268303,0.03685445387765518,0.1382381944519221
file_112,192.24451647243387,0.08934698857745252,0.27965877447479964
file_113,346.6281479332886,0.04038714221089895,0.1425554221449024
file_114,223.24005477427596,0.04666490639516513,0.16374003057723216
file_115,224.65824696353272,0.045175821957726806,0.15521923029594242
file_116,422.06709463505797,0.08404427809694709,0.2552050803083581
file_117,191.75685162211488,0.027604413738681697,0.09807284041519408
file_118,164.42552448937803,0.1535524671614137,0.47937110291611457
file_119,271.95898479723826,0.12573807505385046,0.33513747712238384
file_12,280.1736614707562,0.1148988804160041,0.3477715948949728
file_120,223.70253772869842,0.029243163133186607,0.10824476032766915
file_121,385.6822129856977,0.07835448965857003,0.2548200548719172
file_122,162.98801125225611,0.09778516209333955,0.3116740467732998
file_123,327.01320159513403,0.07579950009334481,0.2567733052208353
file_124,286.97747592347616,0.1507184584411295,0.4847773202391895
file_125,255.1784692634019,0.055610668145384665,0.1948660318743727
file_126,169.26310891421494,0.07320188555941975,0.262447503758985
file_127,145.9061754089307,0.028271819009528083,0.09930308318263034
file_128,479.2783034108772,0.12741883266604836,0.41302363076793963
file_129,220.84467913249497,0.05669111006090182,0.1964454998378196
file_13,224.06699879882476,0.0793150510350919,0.2225667487916087
file_130,211.26303456793903,0.17186214370686922,0.5665368174544577
file_131,316.72088585056554,0.18490055416665976,0.5899670112943114
file_132,612.3364438771841,0.3885661444168311,1.3109753566482794
file_133,259.4919113357159,0.03582564450479093,0.12845863933535484
file_134,113.65210528317023,0.05335558037735184,0.2094769935311087
file_135,470.67525320562595,0.04912360152733491,0.175925667322453
file_136,164.9699625944881,0.025225250734420432,0.09814293199665433
file_137,242.48030752096872,0.06864349320530348,0.23940360919190426
file_138,202.72289876468764,0.06440045906060937,0.2403381789822852
file_139,272.63295869532794,0.08459767322386962,0.29904888172568594
file_14,175.759767997862,0.053806247620477504,0.19327082444985552
file_140,375.64227719774334,0.12712680648339095,0.40208431999597
file_141,285.5499014460121,0.12361053250536554,0.3868142323629296
file_142,258.9421462928904,0.09732540560991317,0.35061389428184103
file_143,296.06896292428013,0.0514824799005337,0.1680898046043512
file_144,230.31191266240128,0.03748943595414972,0.13278145363510674
file_145,246.28299033047077,0.039028891413224034,0.1351647699931838
file_146,298.2597652388526,0.07544839363146688,0.2806043499421984
file_147,172.50847705515181,0.13773862384687965,0.4272197711206977
file_148,493.15749260855614,0.9958484657796948,2.7054412448767433
file_149,229.79222744810778,0.052705310525697706,0.19561866192528116
file_15,601.1699133333669,2.1419351018817734,5.870791598636377
file_150,100.49814971613003,0.021433762790079785,0.0904683527729406
file_151,283.8192863792989,0.0891865502769905,0.29380681600695624
file_152,170.44341027276366,0.04040315859972233,0.1506749186047388
file_153,281.09659032665854,0.03067555203660536,0.10254487774432171
file_154,251.3759061717906,0.05506809029642114,0.18617624463983484
file_155,261.41480911972735,0.09531357397800994,0.31974498549250013
file_156,251.09084308808912,0.06713862174198373,0.23087577968876336
file_157,140.42574263315242,0.039972997187471764,0.16312649406553328
file_158,322.1177422449171,0.028625987988568535,0.10327056186102469
file_159,198.65391500843913,0.09313254702881851,0.2960596133489802
file_16,161.23860800040498,0.06130050610606036,0.2144705628717213
file_160,177.19961347569944,0.29326533402884525,0.8423493732102438
file_161,178.29547452500753,0.012046104122944734,0.05117767329081087
file_162,195.5789137106535,0.0823192849332987,0.2758272522116084
file_163,130.24821203617248,0.060502188993420455,0.23047955418005356
file_164,269.01904464000324,0.06083775351510217,0.2275699028303622
file_165,177.04922173076577,0.136247179441387,0.5462299333832049
