,motorcycles_unigram,motorcycles_bigram,motorcycles_interpolation
file_145,256.6234297940237,0.04707831123977117,0.05375518483765388
file_146,135.08266186139232,0.14538540237188763,0.1621248863010869
file_147,161.27942862569537,0.12376551388304252,0.1353266267707161
file_148,269.7001798925406,0.06834872605097807,0.07711504294096064
file_149,172.87674483309624,0.04728643798313114,0.0554581879017367
file_15,353.72160361539494,0.04914145453636422,0.05613468730354693
file_150,121.82589593351426,0.023012325284214773,0.027416621714980237
file_151,140.56741663785468,0.0902522082314694,0.10628321265484639
file_152,133.17597055879787,0.03749220933616127,0.044188417626597365
file_153,217.11892648303592,0.04468192099796309,0.0503134619511294
file_154,209.38404040197318,0.057835646465412165,0.06618967022917076
file_155,377.242041064805,0.07771600672030934,0.0864112723959633
file_156,293.31605544708987,0.08576978595250812,0.09779496334975923
file_157,111.99499647517513,0.046157243307034454,0.05584684379756666
file_158,283.34417754303274,0.02898533059630006,0.03329625538709135
file_159,240.63962473971932,0.05776076051561379,0.06582325318644758
file_16,163.14611599336465,0.0637174672372161,0.07217674835914147
file_160,220.5505958620086,0.23494047407900198,0.25970681181151173
file_161,204.85708486428084,0.011845835826182214,0.014312455560094556
file_162,225.78276883596592,0.07322857875546132,0.08345165673531742
file_163,127.42930635205855,0.04454405077871339,0.05282201003578549
file_164,282.24542703093925,0.04102420973563514,0.04782950030983895
file_165,188.2111495182212,0.24057767432015575,0.2844114030954468
file_166,200.014963790976,0.0634013624175176,0.07292438438662222
file_167,247.36488151132443,0.07149127415713927,0.08259780174881116
file_168,242.14724536323382,0.09376678217462006,0.10390551476963227
file_169,285.71111321823446,0.15578529482728015,0.17565054229504717
file_17,219.74716023046318,0.07023439454162159,0.08012363397897056
file_170,342.716908001382,0.05892718423304265,0.06569059686301461
file_171,228.75064588606708,0.039439973051410664,0.04473317619979881
file_172,280.8177756929248,0.03226363476005558,0.03770842063365844
file_173,226.18304843788144,0.05980856557453258,0.06720263561501431
file_174,445.90029394884107,0.24595517415016177,0.2726960385493995
file_175,214.28505905444624,0.08578155212695396,0.10119522355843763
file_176,346.1816790335232,0.029280488198765966,0.034397578654323725
file_177,497.6835923605482,0.33731057830221317,0.3622186846522878
file_178,294.1531653966301,0.06590100342295749,0.0744668578170011
file_179,221.8291992515331,0.05820728127498662,0.06626223158175898
file_18,316.4661196000982,0.07144853574794119,0.08666299836239279
file_180,150.9693203798464,0.026664382304803936,0.03198316411059024
file_181,199.8736657038577,0.012121853369184218,0.014330052731211273
file_182,256.82583880320334,0.10517755606740041,0.12044697699153209
file_183,279.11751813651716,0.06397350744320915,0.07171283293690779
file_184,235.4724165861103,0.0629106208300623,0.07379108477088958
file_185,459.49987831398096,0.14358845936219747,0.15944723629192478
file_186,347.54218360743215,0.16613538205282094,0.19088106945865588
file_187,241.46479089614542,0.04756049739259586,0.05395678539558129
file_188,251.7989019710622,0.04836238465396445,0.05602490805736362
file_189,221.05325777364317,0.08469921664616044,0.09801351769040363
file_19,217.74119680712585,0.048669282479763855,0.05553406075784451
file_190,284.0628803382136,0.12624778937074235,0.1441043184440553
file_191,304.3841275432523,0.05522506108573094,0.062405224015569215
file_192,296.7988494564079,0.11465502493198071,0.12998185098658774
file_193,314.0360338735732,0.06881960406794993,0.0814866869787516
file_194,303.47576472310317,0.06978457105583062,0.07858085959351123
file_195,207.7952852035628,0.027471307751042045,0.033594260237145554
file_196,417.14230759807185,0.06145199033757022,0.06837451574275195
file_197,236.77358482367504,0.055841833807640004,0.06516916213511098
file_198,208.1491099733786,0.03425821442096142,0.04052305603083063
file_199,231.1708205627451,0.08238974015329927,0.09221056531089657
file_2,127.57219034879886,0.04882735232881485,0.0590435696690017
file_20,209.65382145656284,0.06874849976578798,0.07996782127731238
file_200,455.3283457674313,0.9648232986137468,1.1044613304749396
file_201,221.17485526574833,0.057626290968604534,0.06452544918132128
file_202,166.5544605568619,0.03791767414939905,0.04433592521739984
file_203,326.7895255712708,0.08040304140958772,0.09202500644232356
file_204,402.66240460810843,0.4345656706326659,0.4889909434634657
file_205,579.7783133816781,1.2164664247661143,1.2887599547968445
file_206,565.1394307084975,6.443598298859975,6.754802330492015
file_207,315.7073189761608,0.043690485560175005,0.050318770370114854
file_208,316.0230032523446,0.014416239752287147,0.016964096768019757
file_209,243.3806020522593,0.11103490897206929,0.125024559450294
file_21,165.7524596766998,0.051080351591746474,0.06052607796964998
file_210,281.0483488643353,0.17419036077436748,0.18875569676773785
file_211,163.7733214424335,0.05923979433490217,0.06919298355830629
file_212,236.19047681714147,0.031047585659277472,0.036778300591202746
file_213,212.9315141906886,0.04396035503663431,0.05116750716714685
file_214,214.94567116380037,0.026763776451596083,0.031248741710980972
file_215,273.6511535384083,0.053011164111415,0.05951725755896008
file_216,303.2604907604066,0.027186028616075747,0.03146368052131619
file_217,508.32084291576257,0.06107185860085295,0.06872494755288003
file_218,223.05512355038337,0.06128427969607539,0.06974625166814684
file_219,261.47152362073564,0.07192182916972482,0.08215588057485891
file_22,133.1882866856625,0.0167940570458354,0.01990302437757092
file_220,126.45911200760635,0.03549333909491741,0.04161944884229529
file_221,293.0631254985517,0.058771822812494184,0.06640354309036749
file_222,217.98811628436883,0.0283003463478552,0.03429164406616289
file_223,353.0162327666822,0.09674970781936025,0.10880964315783428
file_224,234.5849142524358,0.06265573396388127,0.07152889922776665
file_225,245.66067127485803,0.06231096788457496,0.07093212378594993
file_226,281.3573812768057,0.09271284203749446,0.0987705264416412
file_227,283.1992798348187,0.04456515991945711,0.05060211461401772
file_228,129.25052187241857,0.018356786054451027,0.021842657711744394
file_229,432.29767417629785,0.07238048764514929,0.0806371522336284
file_23,250.9696834213244,0.08443935393369358,0.09775346113618165
file_230,447.10300116473456,0.5976491128053868,0.6285459806987563
file_231,217.3223112614739,0.05390672122015718,0.0639619619191864
file_232,304.05346464187187,0.1322827098211261,0.14456959487445978
file_233,223.9037229635037,0.05975839524748238,0.0671893698433723
file_234,234.4476148943834,0.07401420058131401,0.08387280043890288
file_235,251.58194306859244,0.06274864769704727,0.0713384870684463
file_236,198.66170990700675,0.15439977246040723,0.17425654726646927
file_237,251.7661014062254,0.16373271779701493,0.18392094105725426
file_238,166.01398231942196,0.07135111594456045,0.08201194235530458
file_239,151.1904220851738,0.08649964135308688,0.10114950467228855
file_24,210.5839194314708,0.07867540187283725,0.08954489332218074
file_240,201.34181400469203,0.02839643199780624,0.03264109827899222
file_241,210.89092679818833,0.06456821302675496,0.07288092055333163
file_242,285.1325834262549,0.04083975541356321,0.04629145689739341
file_243,344.28371759664185,0.0330908570401038,0.03831351668586187
file_244,239.12102841783496,0.04729790195225851,0.05459249048302146
file_245,154.7426820188372,0.05398562218808602,0.06444653349568925
file_246,180.14087479105902,0.03213891850347204,0.03679415251513109
file_247,320.85190608285615,0.14133097557672067,0.1583553913587493
file_248,214.77159236685836,0.09167550276640168,0.1068120349474354
file_249,423.32808304641895,0.2159127001420391,0.2401164130551362
file_25,121.42075262235389,0.051684144876925804,0.0610099423270462
file_26,308.23062767132643,0.062044905226262374,0.07081755868702778
file_27,248.45860460782703,0.018364153123321503,0.021952705683260913
file_28,207.0384009033574,0.15350688812963365,0.17160222143978865
file_29,424.4603447730844,0.05521377289141646,0.062428001325060704
file_3,188.38703948541706,0.029125036696324214,0.03392043978491992
file_30,147.36026553521216,0.028433882070968267,0.03324380388208551
file_31,237.48071964242132,0.06642351454066783,0.0757119336817999
file_32,386.0091805319295,0.05112091180809418,0.05772434272654742
file_33,236.83865259253625,0.11961284604983279,0.1355955927847885
file_34,207.94870696752247,0.0680810989083826,0.07600595789195178
file_35,270.30278490102495,0.13800657457697127,0.1493335490241804
file_36,182.59032667715297,0.039906243499202465,0.048513421122046076
file_37,213.27823841007287,0.035260887687889486,0.040023730510773105
file_38,307.5643164160749,0.041511610319148726,0.048153491111288686
file_39,262.9399990769355,0.04345466048429506,0.05090389086386293
file_4,200.59276558317023,0.03835132212800293,0.04314212262613241
file_40,252.30612238651935,0.05882694178807082,0.0667209833277454
file_41,309.02911098708955,0.05598993979549666,0.06240954311297728
file_42,121.33562249009871,0.0558247892183501,0.06473846849741352
file_43,199.33486197776983,0.04414604147381686,0.049984388862579034
file_44,304.3915038354261,0.10984762386061107,0.12581529307600248
file_45,292.67083723517055,0.04678358431344643,0.0533217264704883
file_46,193.35824128187173,0.03677412621453038,0.04276751310224794
file_47,172.38027978772342,0.08474592682399636,0.09647165635504919
file_48,375.5620706228359,0.20038911976129875,0.22031362372667168
file_49,274.91898579803785,0.043018366912484646,0.04990891248975227
file_5,244.02432991835602,0.048585594270234136,0.05554135367660178
file_50,281.7279070673819,0.04909351180252894,0.055416022634005566
file_51,245.37849710320597,0.10545406514508991,0.11859073198764457
file_52,314.11242145009857,0.07751569429152695,0.08518499863707431
file_52,1132.7710745263512,0.20861012433358436,0.19158561442569788
file_53,204.65183530798726,0.05558533842119094,0.06398556839953716
file_54,436.6534637695989,1.046343440597155,1.1546067943618965
file_55,255.0713155808343,0.02913785225157153,0.033345770771027794
file_56,281.13688622342806,0.062110678240947764,0.07064418148852812
file_57,220.7158723659231,0.08974084894868133,0.0994459528215512
file_58,229.4193907528751,0.1196334251955252,0.13283543656158697
file_59,210.9241996046969,0.0443043168178441,0.05076528574047759
file_6,284.0376722331768,0.0577956313916473,0.06877583054979788
file_60,290.029465439971,0.09142842803536574,0.10310981677437796
file_61,229.66047567456596,0.035921923049781,0.04120113640318613
file_62,444.3041016013618,0.5655856944726978,0.6654597091081752
file_63,177.836129768899,0.026760290555572715,0.0317826494364432
file_64,162.26956843155114,0.05147001659916286,0.0607497615349662
file_65,141.10463895521806,0.04689025490119644,0.055946412255482546
file_66,316.31291122875274,0.03288459298049237,0.03782710419416002
file_67,234.48212150721926,0.07162209941023534,0.08249478356792768
file_68,261.45181672174135,0.07292067497883536,0.08386375159471365
file_69,176.05233540565925,0.054362524935223706,0.06172247078335621
file_7,667.1200444747943,0.13083545174663375,0.14813545724414678
file_70,387.12821604446526,0.01847008161890855,0.02135474148734181
file_71,582.0133683906924,0.021390582933930345,0.024156225910722955
file_72,129.84954232203518,0.14574114109445918,0.17214217750538865
file_73,283.28558390946694,0.14781941574323199,0.16946176265557292
file_74,204.748071730286,0.06636002123013629,0.07716702093925781
file_75,263.71310848246935,0.12180279093467788,0.14187603105972274
file_76,110.91584767664726,0.017784049254005726,0.02116209338129876
file_77,343.37286447635796,0.0507994862224486,0.05858466619317674
file_78,266.0534622875001,0.059222006898956826,0.06749775519929048
file_79,220.49992078426322,0.0647575835733277,0.07061674635954905
file_8,288.8729409551835,0.05366443630819063,0.06282661235488454
file_80,201.5652642711534,0.1032187242793388,0.12091629603993835
file_81,259.9889297107725,0.06401561425210882,0.07384122415735285
file_82,163.62576755900605,0.1970996908425757,0.22602695111613536
file_83,259.1798507521898,0.05753963978060186,0.06632219295914214
file_84,237.33064196914822,0.058601629424615866,0.06596159530548264
file_85,344.556600355806,0.12440332136473788,0.14555314358353977
file_86,172.83298056409117,0.07215143855330039,0.08414282148446368
file_87,196.38574147368192,0.031301341473155574,0.03657816441582572
file_88,263.25626494824274,0.05102517695229116,0.05777742594886671
file_89,215.44357441865995,0.08568024919300778,0.09842811145212978
file_9,181.2891001996095,0.11848862092722788,0.13321729925461795
file_90,636.1746767601081,0.7792206329229859,0.8632050342737824
file_91,167.20012257717332,0.04006204983386562,0.04751798151138748
file_92,249.8657644816966,0.16265585940207725,0.18171035563021282
file_93,355.7831317559944,0.10614656665265577,0.11975014413026266
file_94,478.73258186691606,1.5250086326433112,1.6505859081766467
file_95,314.1186404042971,0.10951847580037558,0.13152139516339417
file_96,204.12950119393236,0.048461320765040866,0.056927466146466287
file_97,735.9045703816386,1.2755403209370852,1.4161538054229006
file_98,369.3653343254878,0.19937337003913644,0.23622760861343428
file_99,144.28477018732275,0.08571664878861841,0.10041360351681244
