,motorcycles_unigram,motorcycles_bigram,motorcycles_interpolation
file_0,558.131238135436,4.038260433259956,4.430017925537913
file_1,181.0851442980901,0.032376917690604655,0.03664412176584399
file_10,175.19493325872764,0.10422491969216577,0.12024449230326566
file_100,181.134536074984,0.08095289610427088,0.09139033804222191
file_101,253.48370542557015,0.04234270765846946,0.04824370479605474
file_102,417.19649785203734,1.128626570564651,1.239609069749467
file_103,349.91631550955157,0.05753537815271771,0.06712945791902675
file_104,203.80712878343326,0.035383647397536716,0.04166438601113728
file_105,195.22984542225564,0.04707838751711505,0.052966429887945046
file_106,201.55532127823935,0.05558972441380367,0.0660089880963733
file_107,149.56308720975784,0.08284973556620938,0.09554473673015383
file_108,319.90993697831414,0.1022319175146506,0.11574155810986696
file_109,220.470770134157,0.06831156775720848,0.07812230218346054
file_11,232.5535937467741,0.033698726647225334,0.03884722224568121
file_110,184.2865079196185,0.0687690598149324,0.07983186541052462
file_111,145.65234459406048,0.0523186145951744,0.06059347479874437
file_112,422.2615367884865,0.6655484975857131,0.7050979845562382
file_113,323.17447573296516,0.05696967107303834,0.06393441760972088
file_114,260.03936907865744,0.035515752062296076,0.04158364660254696
file_115,202.72599756554985,0.039255093327293406,0.045624027653062386
file_116,202.41906734312494,0.05243143575898378,0.05987941916675125
file_117,169.21114510677666,0.02407932838504084,0.02768508128059015
file_118,216.4844421881448,0.11814975248127366,0.1345443647315959
file_119,264.03779187636997,0.10580286885767566,0.11707911708954843
file_12,275.81340238593583,0.07914531863887012,0.08846700577560507
file_120,212.76000586158972,0.043272600859415596,0.04915884416304622
file_121,422.4573654922731,0.055498906094509644,0.0629226094033482
file_122,147.1344728882323,0.1174737638460975,0.13250355504440714
file_123,410.05319052390803,0.3435696109478605,0.3864813207588933
file_124,333.97930497688697,0.06674004569845142,0.07637157398728345
file_125,269.30967460679193,0.04031015363924191,0.04663621964924634
file_126,183.10515603466712,0.07705962955230412,0.08643397347643413
file_127,156.82238933446047,0.01923607037269038,0.022050323767839337
file_128,605.1605394878391,0.7936499813650755,0.8635673166784972
file_129,220.26085309046388,0.05447879138928407,0.0625476228125295
file_13,183.94994688770367,0.06374232805750754,0.0701635226289592
file_130,208.08602270409136,0.10498359852144412,0.12215058679241479
file_131,311.11240219185294,0.04315408425103702,0.05004410471478124
file_132,427.50811673322096,0.3742971473181778,0.43399369106414615
file_133,601.2347823777905,0.6336298554950419,0.7146591208131513
file_134,117.81832933369877,0.01933982121343898,0.02335687094017694
file_135,431.7188456316355,0.04059249497017706,0.048132400308046004
file_136,124.66208785014527,0.021381559211806837,0.02538827489389525
file_137,226.5693087252177,0.050660730232993126,0.05888884353366918
file_138,203.8077139567289,0.04801833100631356,0.05615688753988974
file_139,452.40706520841843,1.0525862935518018,1.1978286975814263
file_14,182.33004119318548,0.03789282666030345,0.04372320760545873
file_140,388.58154338128367,0.11965006063020388,0.1332554360888027
file_141,262.76704327981645,0.06803158737681737,0.07697434297407682
file_142,277.16849897159085,0.08092811674621753,0.094934661249902
file_143,226.8948952056424,0.07842017969184446,0.08803311587685297
file_144,226.00641503825523,0.04072603033081375,0.04687362340175967
