,medicine_unigram,medicine_bigram,medicine_interpolation
file_38,373.86852484475344,0.07264583780818805,0.24184364989498466
file_39,279.70512475025185,0.06613298902711581,0.2352401660232462
file_4,383.8788357693344,0.2214313676377332,0.66001008787861
file_40,450.50708042132095,1.0225438890372478,2.9055966210504494
file_41,362.2860428406147,0.033428832578106686,0.11479498932530524
file_42,238.3080836315915,0.03940323118611229,0.13619929356585617
file_43,293.9891103375783,0.04682351569529714,0.1622737948324774
file_44,340.5424129181836,0.19662892321021413,0.6306531270221134
file_45,389.1720048395115,0.0744229258477335,0.2305665966444544
file_46,257.53175731253856,0.03807860420053955,0.1442166800312656
file_47,155.20444427825862,0.14467487321674496,0.4397845947515323
file_48,425.8944375620597,0.15759959202860457,0.46793741140557654
file_49,276.95702989508595,0.07617788398222172,0.25794941836057467
file_5,258.9410871644896,0.046209751684916124,0.1626071217981784
file_50,323.4346835145347,0.05897410953718999,0.18826186845697118
file_51,285.848360692331,0.21247353791352563,0.6612732266209119
file_52,255.0615533485332,0.05361632333025477,0.18348195041009227
file_52,184.93593478091785,0.1844747730252268,0.4591771437880988
file_53,303.16001152822037,0.054053061355157826,0.1754498884005983
file_54,289.6580316381659,0.07984940695987522,0.25436297911352357
file_55,488.3611378738814,0.08260903728406287,0.2600036491603943
file_56,244.94855080726308,0.06397292337834432,0.2261438640991962
file_57,273.7859214562973,0.08620417347536817,0.26438589198855794
file_58,260.0935164854291,0.16967664479301303,0.49741778075994775
file_59,250.71271486069227,0.05730985165285433,0.1864624699423829
file_6,290.4522417259416,0.06061012521161059,0.21609230280578898
file_60,348.116683013973,0.12633067961391134,0.39270369390633314
file_61,289.1911397579324,0.06272837098123192,0.20511468259900967
file_62,571.3226825416011,0.48837353224270147,1.9620866332419318
file_63,444.33622568552687,0.041626744088998725,0.14718598896810073
file_64,269.03521778387204,0.04753221809124848,0.17651971554191973
file_65,236.11193988396576,0.054220140329547015,0.202412147797272
file_66,390.61268225441586,0.025575991777888156,0.09289328931482645
file_67,321.59600776207174,0.0684235255720728,0.22478308267171088
file_68,337.0730161066919,0.10535230180611899,0.33049998160889377
file_69,776.2970796072149,0.6553848632559209,1.8698978764080045
file_7,276.6998355209892,0.012133411186602485,0.043699077933905095
file_70,386.11181737504774,0.021138642236270815,0.07498991408472615
file_71,325.8234766562577,0.029106884350599722,0.11259484274778324
file_72,185.3954566264083,0.23041931344801297,0.7412706264775956
file_73,313.9189559589231,0.06645025045682589,0.21335375241271162
file_74,287.98372473153034,0.09951816746851516,0.29858813672576745
file_75,359.29351614904056,0.20050525528496232,0.7171521129844752
file_76,165.2987916324139,0.02088625723917892,0.08391929511112227
file_77,342.5727966226749,0.05308709526235713,0.18593210638773347
file_78,176.53751592025804,0.046914814289537046,0.16966296442465495
file_79,322.7714137280972,0.08038215861891045,0.2350591225158998
file_8,321.47344587044677,0.04533270323348669,0.15966382600684567
file_80,273.21904099791266,0.15727598387206676,0.5277825201627936
file_81,259.59199867987394,0.07850572558097382,0.2653183747045617
file_82,199.7804172531137,0.213611019202037,0.6179367815419848
file_83,389.01093838672347,0.08852071377575398,0.2864409087290967
file_84,369.790743302229,0.03703979699093068,0.11385338534982041
file_85,350.94898204945315,0.10062703482889578,0.2990172551386774
file_86,370.4228553834591,0.12658213042789723,0.38507941723188743
file_87,260.74975576024224,0.047278228103351944,0.16876239017008005
file_88,349.29023190859107,0.07237014834789648,0.22145518894177393
file_89,263.8811731840898,0.055877413921738985,0.18550527394031424
file_9,372.77628958698466,0.293153379882866,0.7835670294130925
file_90,368.57910134682805,0.020462066704941256,0.0769177697253806
file_91,305.75665669332733,0.026035294397514567,0.10388900626260254
file_92,269.39219543923696,0.16275248702097597,0.4822135015057278
file_93,643.0183131214309,0.05651839483175029,0.18288470220384237
file_94,252.96131377502863,0.09110391625610392,0.31551920599332717
file_95,444.0938865350129,0.011966169265765008,0.04615594668917344
file_96,445.0522105949219,0.1560679093004,0.5326174582977711
file_97,178.7631319492033,0.030338442605284933,0.11793063985690085
file_98,464.48963992872217,0.25810769928135957,1.0616779504729044
file_99,174.54212537529358,0.06662412207521487,0.2524325090495677
