,graphics_unigram,graphics_bigram
file260,370.04835145249075,0.0013240574313586502
file261,297.8078513067025,0.0014953964247246543
file262,141.50399002568884,0.0028251796974627244
file263,364.01388201487765,0.0013937481150284045
file264,379.24074706335034,0.001362823128096369
file265,426.4812565230515,0.001078530153694518
file266,369.65535946578086,0.0012163869817805187
file267,671.8455917642221,0.0006735945856266987
file267,361.77570912647445,0.0015271588424642497
file268,388.7845192604211,0.001108875519702864
file269,582.317388834662,0.0007221407131572659
file270,282.11410776879126,0.0015761331616884046
file271,225.67904489312275,0.0022556968908619066
file272,385.66623487777304,0.0011305901599596969
file273,321.96275861908356,0.0013882222809634313
file274,427.37697138579665,0.0010207280094247575
file275,725.0462350972342,0.0007191861003314587
file276,354.5140064478865,0.0011663815795985753
file277,212.76896657413562,0.0018204106186163614
file278,299.63986977995603,0.0014796096944527048
file279,154.9056693899054,0.0025321220883553503
file280,336.26346454967694,0.0013230558594629267
file281,403.0185952297664,0.0010791849024967897
file282,295.5839027594842,0.0016878449836201803
file283,323.5178546934394,0.0014361858995707078
file284,374.04392219761394,0.0012276971782292717
file285,535.9235563614812,0.0008393202348351662
file286,197.7163805975226,0.002246889382538116
file287,227.83359474564202,0.0024361744109377037
file288,357.9704103678624,0.0012653293522051751
file289,756.376692390305,0.0007342707733430532
file290,529.382325291687,0.0008725580728079849
file291,368.43046406506323,0.0012063358059805588
file292,412.400835231015,0.001072733180913045
file293,452.0079218887627,0.0012394487645912189
file294,275.6555639657612,0.0018049285543817626
file295,430.16942452005134,0.0009622874627763339
file296,489.25543025206724,0.0008861102534743169
file297,259.9214391419001,0.0016466364969749297
file298,323.8631729515957,0.0013237744412103777
file299,239.24372154776256,0.0018822510753558803
,graphics_unigram,graphics_bigram
file240,360.74737583565485,0.001204752818312316
file241,319.13204100347684,0.0013950007750044616
file242,468.47357933661044,0.0011975307564250925
file243,159.3162847893861,0.002660156584015295
file244,712.3950620988736,0.0006391710407403928
file245,336.9196629504356,0.0012360376702177207
file246,437.3351530062914,0.001011156028343363
file247,206.39842847431214,0.0024133733925357005
file248,401.69815208736617,0.0010707587339054852
file249,684.9859283964832,0.0007158764083544828
file250,692.8148920023834,0.0006755328229542913
file251,598.4376110243453,0.0008284085194960701
file252,398.8127887540244,0.001087082386758627
file253,293.16959763900763,0.0015390010369000062
file254,188.57577230085622,0.0024500400799997387
file255,754.8736561624629,0.0008524152178989923
file256,369.4419102678486,0.0016400854263811278
file257,370.37263619770687,0.0014206876038143808
file258,434.9692977150042,0.0011556823968197653
file259,249.88133598989805,0.0018007167588247862
file260,370.04835145249075,0.0013240574313586502
file261,297.8078513067025,0.0014953964247246543
file262,141.50399002568884,0.0028251796974627244
file263,364.01388201487765,0.0013937481150284045
file264,379.24074706335034,0.001362823128096369
file265,426.4812565230515,0.001078530153694518
file266,369.65535946578086,0.0012163869817805187
file267,671.8455917642221,0.0006735945856266987
file267,361.77570912647445,0.0015271588424642497
file268,388.7845192604211,0.001108875519702864
file269,582.317388834662,0.0007221407131572659
file270,282.11410776879126,0.0015761331616884046
file271,225.67904489312275,0.0022556968908619066
file272,385.66623487777304,0.0011305901599596969
file273,321.96275861908356,0.0013882222809634313
file274,427.37697138579665,0.0010207280094247575
file275,725.0462350972342,0.0007191861003314587
file276,354.5140064478865,0.0011663815795985753
file277,212.76896657413562,0.0018204106186163614
file278,299.63986977995603,0.0014796096944527048
file279,154.9056693899054,0.0025321220883553503
file280,336.26346454967694,0.0013230558594629267
file281,403.0185952297664,0.0010791849024967897
file282,295.5839027594842,0.0016878449836201803
file283,323.5178546934394,0.0014361858995707078
file284,374.04392219761394,0.0012276971782292717
file285,535.9235563614812,0.0008393202348351662
file286,197.7163805975226,0.002246889382538116
file287,227.83359474564202,0.0024361744109377037
file288,357.9704103678624,0.0012653293522051751
file289,756.376692390305,0.0007342707733430532
file290,529.382325291687,0.0008725580728079849
file291,368.43046406506323,0.0012063358059805588
file292,412.400835231015,0.001072733180913045
file293,452.0079218887627,0.0012394487645912189
file294,275.6555639657612,0.0018049285543817626
file295,430.16942452005134,0.0009622874627763339
file296,489.25543025206724,0.0008861102534743169
file297,259.9214391419001,0.0016466364969749297
file298,323.8631729515957,0.0013237744412103777
file299,239.24372154776256,0.0018822510753558803
