,autos_unigram,autos_bigram
file240,566.6654715716738,6.776540941605716
file241,456.98380556625,3.651364777272772
file242,262.8064431986381,0.06497645603745114
file243,340.62012583592264,0.5174072358124218
file244,392.0060057666777,0.16703429207912715
file245,287.70158542674704,0.18594578306057477
file246,555.6551841944073,3.60371046405848
file247,320.23434283408136,0.16389694564480942
file248,484.6463234074097,0.3792663678149626
file249,372.5626274719262,0.08011517500793433
file250,955.7633713382929,4.198845612765538
file251,440.5988462811898,0.13280340135532592
file252,182.0014059448336,0.07530777489085103
file253,497.0142358618559,1.483633861474067
file254,255.16301684725448,0.03303888185902743
file255,432.1059118173699,0.21428058769562167
file256,643.5895556609628,0.33164377551320084
file257,390.66119253464717,0.5641822884500439
file258,290.8941380204464,0.10399667164424643
file259,397.2756557841458,0.4105234890256718
file260,322.56912063014374,0.04020025834930937
file261,408.6330039549601,0.5435254063256674
file262,349.85399975057834,0.2148184377592167
file263,349.9723498385526,0.18578145892849707
file264,347.1226500059232,0.22676537970642185
file265,461.81264762002644,0.17664605909521305
file266,366.96024319867377,0.2758953630000864
file267,350.92348498543487,0.847995646787129
file268,384.8158315805666,0.09501441106629875
file269,423.87173015892404,0.3031118512735839
file270,308.15152967117336,0.11702442536348444
file271,400.68835947852574,0.16521752746639032
file272,256.98301836154224,0.08218393618140304
file273,397.0915219707947,0.33135577650249237
file274,297.4832383395609,0.0569459249512035
file275,357.6175524087045,0.13403780130311832
file276,343.3040655761929,0.013890771665646432
file277,662.7302660940991,2.457573578335226
file278,376.68462987694176,1.5123967700759764
file279,293.9677587213343,0.061357927850524754
file280,343.0559751896554,0.11817211537827023
file281,431.80528072329633,0.13946620674306406
file282,396.2359212599484,0.6696828976432239
file283,205.9815786609211,0.17125519158789038
file284,284.468264821633,0.05004461354647178
file285,560.9765781342813,1.9936779764254586
file286,381.26539583113816,0.13448171522046634
file287,444.31262545683654,0.045317684646110586
file288,351.46378556605356,0.0927290407902738
file289,279.86873201695926,0.6801076676346117
file290,438.2329531175732,0.3323749853255564
file291,501.91764752760264,0.44323661248642615
file292,372.3225396912188,0.6700671497406784
file293,426.08642729837595,0.03778250952559497
file294,348.70896024274543,0.08425489628521764
file295,374.5011024935821,0.04389916199197109
file296,646.2493825567609,3.261495121289208
file297,501.0739140434898,0.9227955030281296
file298,262.148659966044,0.05608136035614168
file299,566.6654715716738,6.776540941605716
,autos_unigram,autos_bigram
file240,566.6654715716738,6.776540941605716
file241,456.98380556625,3.651364777272772
file242,262.8064431986381,0.06497645603745114
file243,340.62012583592264,0.5174072358124218
file244,392.0060057666777,0.16703429207912715
file245,287.70158542674704,0.18594578306057477
file246,555.6551841944073,3.60371046405848
file247,320.23434283408136,0.16389694564480942
file248,484.6463234074097,0.3792663678149626
file249,372.5626274719262,0.08011517500793433
file250,955.7633713382929,4.198845612765538
file251,440.5988462811898,0.13280340135532592
file252,182.0014059448336,0.07530777489085103
file253,497.0142358618559,1.483633861474067
file254,255.16301684725448,0.03303888185902743
file255,432.1059118173699,0.21428058769562167
file256,643.5895556609628,0.33164377551320084
file257,390.66119253464717,0.5641822884500439
file258,290.8941380204464,0.10399667164424643
file259,397.2756557841458,0.4105234890256718
file260,322.56912063014374,0.04020025834930937
file261,408.6330039549601,0.5435254063256674
file262,349.85399975057834,0.2148184377592167
file263,349.9723498385526,0.18578145892849707
file264,347.1226500059232,0.22676537970642185
file265,461.81264762002644,0.17664605909521305
file266,366.96024319867377,0.2758953630000864
file267,350.92348498543487,0.847995646787129
file268,384.8158315805666,0.09501441106629875
file269,423.87173015892404,0.3031118512735839
file270,308.15152967117336,0.11702442536348444
file271,400.68835947852574,0.16521752746639032
file272,256.98301836154224,0.08218393618140304
file273,397.0915219707947,0.33135577650249237
file274,297.4832383395609,0.0569459249512035
file275,357.6175524087045,0.13403780130311832
file276,343.3040655761929,0.013890771665646432
file277,662.7302660940991,2.457573578335226
