,religion_unigram,religion_bigram
file_0,278.9669209531665,0.05556515942872869
file_1,197.67154234185435,0.0538402237788363
file_10,142.58192644369151,0.10292258981666601
file_100,204.0880268063399,0.034070530628021345
file_101,345.70073255486903,0.049015760152971696
file_102,247.5470345800421,0.13001148488890218
file_103,289.80788582700643,0.03471766101353226
file_104,311.98277659190956,0.03422722249431273
file_105,568.650750699539,0.3209829530171634
file_106,252.92456425207445,0.11647592031032095
file_107,183.69335116082723,0.09088664693140934
file_108,273.4388004941104,0.08496752430779847
file_109,358.6086769837137,0.11560319063338723
file_11,280.90499028737764,0.03806887226132485
file_110,209.77756858420847,0.06973923923150138
file_111,184.06110269360707,0.03963106235879415
file_112,186.5619465656688,0.09016253837083689
file_113,647.7197020602654,0.17120112866607815
file_114,654.2801153754386,1.9608404912389161
file_115,152.2558176622718,0.036638788302977905
file_116,188.75078891587424,0.05745596109787707
file_117,385.16300633752,0.6528918235237803
file_118,173.39145010503742,0.12842095464829636
file_119,430.0191755804561,0.07721224574968262
file_12,459.814759834524,1.8642260030531501
file_120,385.4456735571692,0.05225922321064126
file_121,456.70269137892046,0.14207460931232482
file_122,202.17732425040205,0.08953086847015315
file_123,282.6906749820695,0.13743916147840285
file_124,416.925800992915,0.08781834715117696
file_125,394.06091083564405,0.05346077793826437
file_126,443.8767906276468,0.24464798347224173
file_127,231.09247216583765,0.03729460908222026
file_128,357.0193239498925,0.06723493494120479
file_129,272.64156189540194,0.047922136731396225
file_13,431.9059162094932,1.1840651785772827
file_130,289.27231985302296,0.12976921368510827
file_131,263.81420073972606,0.030230736672739403
file_132,239.17076017678738,0.036299418818484766
file_133,221.6223910502533,0.03777228459747829
file_134,200.46339752712183,0.07869008760481884
file_135,598.5788557036614,0.019620446154405963
file_136,181.721903927865,0.02402681819434555
file_137,294.65430210773997,0.06017424790685469
file_138,268.94468197451084,0.05651529405410303
file_139,370.2019632109486,0.04306406400813783
file_14,282.63944671342256,0.05403003329005664
file_140,404.7457711457378,0.23661429233939005
file_141,267.14588388405804,0.1460618100030315
file_142,258.7938461308885,0.06398558687346688
file_143,351.0439522765217,0.08092217805994299
file_144,299.1301138516733,0.035116056815174296
file_145,415.93298389259445,0.04527740046196055
file_146,268.81636694423383,0.05943698870110568
file_147,369.346463197114,0.5168450457648995
file_148,288.7274966345702,0.09905460191188875
file_149,273.7860877690798,0.08468726974580612
file_15,454.61604261432683,0.10051431401704036
file_150,297.33461945998823,0.2925221535309173
file_151,537.373360228771,0.20244425142179118
file_152,188.21560373274886,0.03070356280293375
file_153,690.107149479585,0.7120369764123404
file_154,549.908434346501,0.529973700889496
file_155,373.2785505092501,0.33823506522273006
file_156,184.33082499305962,0.06874613441409924
file_157,187.0948807965994,0.027978008852458304
file_158,393.15538633993305,0.03169552058361198
file_159,350.5903955162897,0.06482103163975965
file_16,398.47395887690647,0.2623327172910057
file_160,280.43253903225894,0.7052642420066543
file_161,385.2282516419047,0.036025320109500665
file_162,329.2784354000749,0.23315482703457371
file_163,217.25011426293767,0.054775777688300734
file_164,302.331372310152,0.0555661173647013
file_165,174.1821497193185,0.16742138335087592
file_166,258.3016927248196,0.06143820091126077
file_167,438.4140156850056,0.13408114371600277
file_168,462.6384944863101,1.230036191690848
file_169,260.43643995422224,0.043136125655227876
file_17,387.2299621425852,0.5506835006227999
file_170,354.61512773329724,0.13836416719775693
file_171,698.4467984058005,0.44187973268185804
file_172,308.7757414613794,0.09690988223632829
file_173,387.8375907862183,0.37886382156538934
file_174,261.4880305887066,0.09075291359407144
file_175,335.8951899166172,0.06414954714096957
file_176,491.29285675943197,0.027432416826707367
file_177,202.4900410814841,0.04931512508055992
file_178,363.33974086316823,0.09304067983340775
file_179,529.6207753990307,7.739989634123666
file_18,302.0313221445984,0.16084819027285
file_180,202.51409328995814,0.020765740957453586
file_181,236.8568324174528,0.017860546703076737
file_182,385.2340029709896,0.0955833092528461
file_183,464.4334115491871,0.20196428646014558
file_184,273.0538468426607,0.04385227751319624
file_185,400.51947908880584,0.0764402090275452
file_186,382.854283604797,0.29464438322786085
file_187,369.5634017014686,0.07833155211192552
file_188,545.3523475184319,0.05243071079587497
