,autos_unigram,autos_bigram
file_235,279.60267091789996,0.08820765797474127
file_236,231.58870607999668,0.19406636384906725
file_237,301.5845727188848,0.054998350557519254
file_238,189.52805812278947,0.11706048771082742
file_239,907.2634308787123,6.29143682588221
file_24,138.6689483814268,0.1129366292624476
file_240,199.88851509601886,0.03416841136824506
file_241,189.96395275029863,0.08284229478133365
file_242,606.3589375386046,0.4926510140407432
file_243,347.3340926641615,0.032945198934985764
file_244,387.72742715150326,0.19139806056257042
file_245,248.25636212137255,0.06488549894436
file_246,173.06405134918998,0.052640936813598375
file_247,260.51462957114256,0.07027129036976508
file_248,226.48354430045222,0.10776426968402127
file_249,308.47471185721747,0.25275260005848843
file_25,108.17986700933031,0.09143085537425691
file_26,338.70975942921353,0.08006347633309345
file_27,213.93371906448687,0.025538115113856598
file_28,229.33713474510395,0.11446314940582221
file_29,607.5799611620988,5.113866326180864
file_3,175.99090118773844,0.032938083931201616
file_30,182.96731371886648,0.030256649911606526
file_31,224.3081166173168,0.06256819119669921
file_32,519.7217125252552,0.6678223812249474
file_33,239.80189008710494,0.11511205990781762
file_34,178.38086584895473,0.0856360815491414
file_35,225.5593378698788,0.10329531281356145
file_36,200.84255977048193,0.07040807897947425
file_37,294.42838620918343,0.043739569958157504
file_38,271.4523905885542,0.051353617074359884
file_39,210.20390293181921,0.04799863831072158
file_4,204.82226105350688,0.05210859177947157
file_40,240.65866111171192,0.06739644778790438
file_41,302.6640722343892,0.04828800856745352
file_42,179.70929697037556,0.03581110914423842
file_43,233.50401341912263,0.045212833974106706
file_44,312.2975932662828,0.14977966952635569
file_45,283.9650181806278,0.05805890565840967
file_46,267.9198280218198,0.04647433826341077
file_47,177.63823719239363,0.062027342478170155
file_48,323.80972047479503,0.15516618860846224
file_49,289.93980344011567,0.07072866375779331
file_5,368.54142680413736,0.17396714622286757
file_50,295.5207690334198,0.07084665704978084
file_51,250.75947755510813,0.10982734615749491
file_52,247.99507615101842,0.05356710239829996
file_52,230.69901599571023,0.22982913788425055
file_53,228.04335813372703,0.06598744932412764
file_54,270.7958245177229,0.07309862800750783
file_55,287.16960325230485,0.03529214157932858
file_56,336.03405716274585,0.20464692428121584
file_57,240.1793475895093,0.11183492311294707
file_58,215.1291545972794,0.12455379822154371
file_59,196.38912629884422,0.03823042485427091
file_6,455.9203664475025,0.3007509650644025
file_60,297.7819818849491,0.09359432639982797
file_61,226.79921959079078,0.04780132820192481
file_62,254.92502170250734,0.4514028409813759
file_63,177.0505976443118,0.02566825321857486
file_64,155.0858463722437,0.06662267350821091
file_65,173.08778466391442,0.06607565924584827
file_66,281.95437514082795,0.027438220739699936
file_67,265.9195073780629,0.05828474753808346
file_68,280.9952768905322,0.08928202327959411
file_69,180.1949535713599,0.05970846395715017
file_7,336.52699635074856,0.011878700346130047
file_70,473.9634825639086,0.06856590744827881
file_71,634.1693467923681,0.014181842843992034
file_72,175.6215134959007,0.2658944143543072
file_73,467.9486786072666,0.04734275427118371
file_74,276.0271581421933,0.1205842275418296
file_75,358.19346954087416,0.7129984528495794
file_76,109.29685743745497,0.019249630875990888
file_77,432.33205876680586,0.06559977407516096
file_78,204.68041493509432,0.03368362683466957
file_79,415.9410292949843,0.06156754715343941
file_8,412.7372182025649,0.14243749910701478
file_80,215.48640713778227,0.1161807991119018
file_81,247.25300610579018,0.08239042503543428
file_82,176.09698190919593,0.15496905673593228
file_83,319.9789247551712,0.0682185835965496
file_84,194.73880532548992,0.05197839100410085
file_85,332.17013664099557,0.13592693381062812
file_86,154.3348046915154,0.05091888613598891
file_87,231.11885876742105,0.04432510356475205
file_88,275.2685032372899,0.05066274598034939
file_89,225.25690823318448,0.03890463787695901
file_9,223.79585646968894,0.21222153289931217
file_90,311.7097429944769,0.05888307370313616
file_91,236.87858446390905,0.026209922195793624
file_92,238.4536000132561,0.19084435874494712
file_93,363.89848884916444,0.10148068591251966
file_94,214.24224796616386,0.09001453505624334
file_95,366.3078480906463,0.1848703864904703
file_96,247.144308645433,0.058704391642015435
file_97,206.9424420591893,0.033037857326945294
file_98,261.1849880397033,0.1999006344628788
file_99,189.2054459083264,0.040664904448176095
