,religion_unigram,religion_bigram,religion_interpolation
file_224,393.4562290694818,0.16668446253754973,0.2414756296666539
file_225,504.60245272985486,1.7310642539175498,2.394598420268839
file_226,393.5116624318811,0.12632324650746407,0.18627730973998122
file_227,326.43511072803756,0.08875996983932674,0.13569422617567972
file_228,145.3034576155764,0.015529551431863816,0.027311661174820482
file_229,293.7882613227041,0.0851175557217928,0.1313823446608055
file_23,328.97597298539705,0.09093128318776045,0.1435532686543839
file_230,269.0938214389943,0.11492419347657072,0.1703350713859232
file_231,289.0803050435138,0.06570853387325706,0.10650092213234891
file_232,401.33195656933543,0.31164198649110014,0.43807727453365286
file_233,230.0631901127428,0.08676550216826799,0.13166491264643956
file_234,394.83709783274827,0.1950419482449246,0.2835773921465514
file_235,451.6428304640768,0.2513256572025828,0.39627301379573104
file_236,253.24321400463455,0.19141998325373663,0.2835456807507776
file_237,609.4826858694313,0.12320110526130028,0.18397272890227556
file_238,259.4641219143335,0.05295561629406373,0.0815428237507632
file_239,201.9264331306641,0.09189091739610121,0.149326339620159
file_24,201.3631165646178,0.08832552330442354,0.14451444584076678
file_240,227.10660403933446,0.03627828331639501,0.05821616422829637
file_241,367.6775895894684,0.22631354206392143,0.31797769423178046
file_242,253.25050592968017,0.06998999468423966,0.10885870463880404
file_243,367.07848127259683,0.03262064279343082,0.052935590468787985
file_244,270.8688566422412,0.04920918250868703,0.07788124581653098
file_245,180.20123981779156,0.047308022856387445,0.07894788785325786
file_246,314.7272119966256,0.03915862482096812,0.06064206766795677
file_247,243.77490287976806,0.07161712062747393,0.10693531252805881
file_248,261.6251259895129,0.1337674553387363,0.21693619812493237
file_249,326.2752975688582,0.09722684631317834,0.1371369402378789
file_25,1010.8404961024016,2.935651886574161,3.262829349115213
file_26,386.0311502972548,0.15041156962952926,0.2257258058067861
file_27,340.60079986327526,0.034075540586638996,0.055318759665240316
file_28,226.96398191528564,0.22307109312198686,0.3360218483200786
file_29,306.033352756204,0.08893807160029078,0.13867841414407622
file_3,202.04291911934573,0.033308244857360114,0.055347511257692876
file_30,210.1363698016742,0.026226454043141393,0.042871527281892016
file_31,209.39879820976194,0.06359565825133355,0.10733468188807303
file_32,256.4970930619328,0.04262084338018985,0.06943604122526373
file_33,283.66795435565314,0.18059383103505475,0.2714109576245
file_34,299.8476468250106,0.32414122607246204,0.46156704737876786
file_35,428.9515294709786,0.3778231750972461,0.49462162700511175
file_36,288.37062142202325,0.08591964036440818,0.15029993523619686
file_37,370.79342024896295,0.03136364023216778,0.04641406712701704
file_38,470.46897169338416,0.10715537297313626,0.16854594016195742
file_39,340.7736067775383,0.08875938684985529,0.13920877975599585
file_4,246.57857104761857,0.08623492791604945,0.13459929650962246
file_40,263.4340036656879,0.09904400673374741,0.15282696493645084
file_41,336.2860013248326,0.040043922087492384,0.06254212950367258
file_42,1071.1122198040055,5.465512256210204,7.914923223579009
file_43,224.5050641181465,0.04338720187891142,0.0695184675636417
file_44,444.02100647814774,0.43623935478056025,0.6538148378835086
file_45,388.2531088107915,0.09187455686549582,0.1361981125148087
file_46,349.9693476419492,0.08833625155124167,0.13686691360091813
file_47,223.96854248132786,0.09079672652133922,0.13644398453719225
file_48,589.5187106313433,0.16357054832041068,0.21263075785338914
file_49,326.2440009564504,0.07440615153907996,0.11478246778025589
file_5,255.05066975863284,0.04876511966373647,0.07826575656076629
file_50,405.6092574680145,0.10550446260501284,0.14803272077531662
file_51,317.17015243526424,0.1375871892993702,0.2064444449304548
file_52,329.2393987968972,0.07975816665418486,0.11889021263311071
file_52,295.3526591707267,1.2278047949776534,1.414309214441339
file_53,640.748904292696,6.611420639871245,8.754439019049158
file_54,298.77527624498896,0.07996207116949439,0.12122309679512541
file_55,334.4312293782017,0.07393413458236443,0.11534238674770754
file_56,205.06691732586182,0.05692634303012923,0.09330109847626832
file_57,278.9408178506154,0.06408306388260618,0.09207719542038914
file_58,335.41547259207306,0.2341824450836193,0.33498062258261324
file_59,331.1753855595801,0.20028406017496317,0.2967168271096891
file_6,291.75656369812543,0.0736744298154641,0.12223749719112981
file_60,404.6865626549581,0.23584444327400356,0.347602178504808
file_61,361.8238016881277,0.07134758361639963,0.11094391660751167
file_62,390.546020146194,0.37766151995006125,0.6592619849111151
file_63,228.22275094720135,0.028028658237099675,0.04874074501752799
file_64,220.03862086348195,0.05754149035582955,0.09522488954412828
file_65,181.7763768997253,0.06404464202520355,0.1119882906667969
file_66,349.1957394834618,0.05612417486816611,0.09194098013076765
file_67,554.2395456551484,2.2709252903223365,3.1329921041023785
file_68,309.8878818133823,0.10925744087345395,0.16521879134542844
file_69,230.05172882384124,0.06044780084721574,0.09380052987670762
file_7,229.48006941350033,0.017817673308565634,0.028747641537910616
file_70,417.35240510751015,0.018345914625481304,0.029389700415492555
file_71,599.6696636771835,0.011998336271220442,0.018252949013200494
file_72,271.1518563977351,0.11529277369827397,0.1766902036748948
file_73,156.3979212705499,0.03961767296841716,0.06805233308321985
file_74,328.16613133969025,0.07816168618382058,0.1173774272578668
file_75,299.08682471334447,0.2510160637061457,0.432813846472576
file_76,193.62151613267267,0.01483008581645073,0.025973069376914504
file_77,412.1708061913535,0.03735595466248998,0.061319054685548165
file_78,173.57735593817966,0.03632605436876684,0.06314332932043328
file_79,385.1926350497349,0.047184041605886774,0.06621689677658073
file_8,306.53642239611685,0.07764409103531834,0.125377767136526
file_80,250.81004771012834,0.13455153024145328,0.21764714213700936
file_81,256.77576506457893,0.10150835851115826,0.15914484422801223
file_82,208.74739375305174,0.24145393927627906,0.3550308053242044
file_83,361.8790353314101,0.07271124961171838,0.11350645455405119
file_84,267.5797267637827,0.06547842332407333,0.09568170868784276
file_85,338.5960359619889,0.08173756717487995,0.12923794462586805
file_86,187.40965838501387,0.04033434003495515,0.07064491802275363
file_87,270.30611518348564,0.08812010048669208,0.1429474085341706
file_88,430.7754460368596,0.14103359331943172,0.20147274107880675
file_89,257.9014659132324,0.07654571208379392,0.12244417416713076
file_9,328.32994458857206,0.2917944201605065,0.4073551372450671
file_90,346.6480867943044,0.03289340797545685,0.054895977247143235
file_91,254.3146608739507,0.02988855982067357,0.05264294905928023
file_92,338.17362788973986,0.2306491899764269,0.3434322428108763
file_93,533.0445450852786,0.07157997483743862,0.11261923952384605
file_94,259.9084120461145,0.10322837745703091,0.1603027671680956
file_95,415.63326516894926,0.024600370410091877,0.04200894346604005
file_96,274.23433420530006,0.05605666225794318,0.0950803486709163
file_97,182.14026943119904,0.03308529569279789,0.058092689721567115
file_98,390.6248266067587,0.19314918696627198,0.324389880133194
file_99,171.54035600627884,0.03239963752822577,0.05629616616470243
