,autos_unigram,autos_bigram,autos_interpolation
file_197,230.58773825205137,0.043638106872361734,0.07552259120810692
file_198,158.5065875219276,0.05533530677406138,0.09970724898192465
file_199,473.29024015890604,0.08762538070915064,0.1377543792624815
file_2,217.2413847106486,0.1369223842049657,0.22763943148398308
file_20,242.2695035748774,0.1035679512203836,0.16502396574763542
file_200,249.2358967119731,0.1139547081550837,0.18656108603343363
file_201,167.57557867114116,0.055897210362575715,0.09300868499683523
file_202,213.99345685307134,0.07366339198207815,0.12330085309902697
file_203,473.9687662239757,0.08028057009030463,0.1273607799678222
file_204,247.00838528344377,0.053179337596620184,0.08850171464142256
file_205,287.756697347432,0.04971899021867212,0.08044223035862974
file_206,211.3319836754052,0.14480184779703595,0.22214242354413072
file_207,431.51688525738257,0.07914207686149237,0.12849855881105055
file_208,334.6793344271788,0.02314397387431125,0.03959803994651898
file_209,254.047937139588,0.13330547550300845,0.20523020360858385
file_21,184.3990784841761,0.086434207996181,0.1468714161754728
file_210,318.2843616688296,0.1124877847784058,0.16591778703375418
file_211,193.8173941543085,0.06468620867852484,0.1077471664215644
file_212,219.48885463017123,0.030553541753217263,0.05483328513189208
file_213,234.57952464913785,0.05089938869075364,0.08592779019488807
file_214,188.37514012383943,0.03182745297847578,0.054610996808873234
file_215,303.6988723665497,0.05929285955833658,0.0951041924030254
file_216,384.1899295381601,0.03640192029965508,0.06082065750761928
file_217,666.7623782106547,0.6874776097886219,1.0655048796957618
file_218,210.87083980993955,0.06332090128588173,0.1033049200478192
file_219,257.3180548326604,0.06745712842195849,0.11297366122682378
file_22,151.85991726867258,0.017324054538931523,0.03028319777867233
file_220,590.7768496522112,0.6165037538602565,0.8227929881507619
file_221,275.5835841161163,0.07864266732367699,0.1260071218701389
file_222,196.6978607942668,0.05039255887560639,0.09267723710046769
file_223,355.89132312739304,0.08233873127790525,0.1387445116505096
file_224,267.80217736530454,0.07878017013206642,0.12367130903928807
file_225,279.03475631165315,0.07895123818074011,0.12881824780829917
file_226,292.8948798537857,0.08473561386902616,0.1249093218718171
file_227,250.7665577341183,0.05585038442041425,0.09155889502822157
file_228,196.91895927633766,0.01641397092294413,0.029051197722465033
file_229,458.1316128525634,0.7939319541704826,1.1640303856538943
file_23,290.3171392270305,0.0886200560719412,0.1486829632334428
file_230,259.97973283116903,0.1416605576857784,0.2069230205798267
file_231,202.55696021419672,0.07984013290398888,0.14060118940158134
file_232,282.54404574569315,0.17822950524935993,0.26914198389137484
file_233,242.37810328570146,0.06835351716075845,0.10820539635660226
file_234,250.2174072115438,0.0742143544314142,0.12100346126453068
file_235,279.60267091789996,0.08820765797474127,0.14312689753566185
file_236,231.58870607999668,0.19406636384906725,0.29868155627666904
file_237,301.5845727188848,0.054998350557519254,0.09282258708532036
file_238,189.52805812278947,0.11706048771082742,0.1862759190459361
file_239,907.2634308787123,6.29143682588221,9.688218470419
file_24,138.6689483814268,0.1129366292624476,0.1986473806207209
file_240,199.88851509601886,0.03416841136824506,0.056721115951960686
file_241,189.96395275029863,0.08284229478133365,0.13367917312939176
file_242,606.3589375386046,0.4926510140407432,0.7713771205678619
file_243,347.3340926641615,0.032945198934985764,0.054542818365466275
file_244,387.72742715150326,0.19139806056257042,0.3083486383046814
file_245,248.25636212137255,0.06488549894436,0.1129780928264974
file_246,173.06405134918998,0.052640936813598375,0.0868656162561952
file_247,260.51462957114256,0.07027129036976508,0.11507944412751507
file_248,226.48354430045222,0.10776426968402127,0.17381000862516416
file_249,308.47471185721747,0.25275260005848843,0.3978730735731083
file_25,108.17986700933031,0.09143085537425691,0.15099926100287553
file_26,338.70975942921353,0.08006347633309345,0.12757192919999713
file_27,213.93371906448687,0.025538115113856598,0.04460310818816949
file_28,229.33713474510395,0.11446314940582221,0.17988114104941555
file_29,607.5799611620988,5.113866326180864,7.474438323676822
file_3,175.99090118773844,0.032938083931201616,0.05619037410504995
file_30,182.96731371886648,0.030256649911606526,0.051486050917732305
file_31,224.3081166173168,0.06256819119669921,0.10436681076131837
file_32,519.7217125252552,0.6678223812249474,0.9918685638033573
file_33,239.80189008710494,0.11511205990781762,0.17890001018025067
file_34,178.38086584895473,0.0856360815491414,0.13942062468876426
file_35,225.5593378698788,0.10329531281356145,0.16629389720847235
file_36,200.84255977048193,0.07040807897947425,0.12773124710597386
file_37,294.42838620918343,0.043739569958157504,0.06874817866547674
file_38,271.4523905885542,0.051353617074359884,0.08562164211759767
file_39,210.20390293181921,0.04799863831072158,0.08213603442060008
file_4,204.82226105350688,0.05210859177947157,0.0843129751841211
file_40,240.65866111171192,0.06739644778790438,0.10867838122644206
file_41,302.6640722343892,0.04828800856745352,0.07584533599589367
file_42,179.70929697037556,0.03581110914423842,0.05939145138916761
file_43,233.50401341912263,0.045212833974106706,0.07623857764001594
file_44,312.2975932662828,0.14977966952635569,0.2411232043557929
file_45,283.9650181806278,0.05805890565840967,0.09381354388325824
file_46,267.9198280218198,0.04647433826341077,0.0776977888712472
file_47,177.63823719239363,0.062027342478170155,0.10186175204383456
file_48,323.80972047479503,0.15516618860846224,0.23745210797099842
file_49,289.93980344011567,0.07072866375779331,0.11494527296668106
file_5,368.54142680413736,0.17396714622286757,0.2721646573156075
file_50,295.5207690334198,0.07084665704978084,0.10847969876696578
file_51,250.75947755510813,0.10982734615749491,0.17570276008536767
file_52,247.99507615101842,0.05356710239829996,0.08807207914184206
file_52,230.69901599571023,0.22982913788425055,0.24625373164776074
file_53,228.04335813372703,0.06598744932412764,0.10781667048542633
file_54,270.7958245177229,0.07309862800750783,0.1162671253368176
file_55,287.16960325230485,0.03529214157932858,0.05747603657570148
file_56,336.03405716274585,0.20464692428121584,0.3282060640735203
file_57,240.1793475895093,0.11183492311294707,0.1727863787798125
file_58,215.1291545972794,0.12455379822154371,0.1866252040944145
file_59,196.38912629884422,0.03823042485427091,0.06355610955548607
file_6,455.9203664475025,0.3007509650644025,0.49926704442719727
file_60,297.7819818849491,0.09359432639982797,0.15099083801547442
file_61,226.79921959079078,0.04780132820192481,0.07895025016929084
file_62,254.92502170250734,0.4514028409813759,0.8003998076294452
file_63,177.0505976443118,0.02566825321857486,0.045924141513216964
file_64,155.0858463722437,0.06662267350821091,0.11606263116935985
file_65,173.08778466391442,0.06607565924584827,0.11355447992755559
file_66,281.95437514082795,0.027438220739699936,0.0466355801831455
file_67,265.9195073780629,0.05828474753808346,0.09835252653577362
file_68,280.9952768905322,0.08928202327959411,0.14174407403610653
file_69,180.1949535713599,0.05970846395715017,0.09663340468234691
file_7,336.52699635074856,0.011878700346130047,0.020025878702148014
file_70,473.9634825639086,0.06856590744827881,0.11098064828940303
file_71,634.1693467923681,0.014181842843992034,0.02448881873179561
file_72,175.6215134959007,0.2658944143543072,0.4503833928710805
file_73,467.9486786072666,0.04734275427118371,0.07419295776078358
file_74,276.0271581421933,0.1205842275418296,0.17991391532100443
file_75,358.19346954087416,0.7129984528495794,1.2082055576302253
file_76,109.29685743745497,0.019249630875990888,0.03473036416388905
file_77,432.33205876680586,0.06559977407516096,0.10604908551148051
file_78,204.68041493509432,0.03368362683466957,0.06051652690169268
file_79,415.9410292949843,0.06156754715343941,0.09031512968505963
file_8,412.7372182025649,0.14243749910701478,0.22682128876698418
file_80,215.48640713778227,0.1161807991119018,0.19940956179699065
file_81,247.25300610579018,0.08239042503543428,0.13751366077358593
file_82,176.09698190919593,0.15496905673593228,0.24694446738176734
file_83,319.9789247551712,0.0682185835965496,0.11066625631840864
file_84,194.73880532548992,0.05197839100410085,0.08029999926543467
file_85,332.17013664099557,0.13592693381062812,0.2207593547661958
file_86,154.3348046915154,0.05091888613598891,0.08953705912113476
file_87,231.11885876742105,0.04432510356475205,0.07397740214134944
file_88,275.2685032372899,0.05066274598034939,0.0821692404624175
file_89,225.25690823318448,0.03890463787695901,0.0678194070820827
file_9,223.79585646968894,0.21222153289931217,0.3160089091130493
file_90,311.7097429944769,0.05888307370313616,0.09901424866885844
file_91,236.87858446390905,0.026209922195793624,0.046188737911504636
file_92,238.4536000132561,0.19084435874494712,0.29122122965115954
file_93,363.89848884916444,0.10148068591251966,0.1668101057827775
file_94,214.24224796616386,0.09001453505624334,0.15399222727805684
file_95,366.3078480906463,0.1848703864904703,0.3182048937188291
file_96,247.144308645433,0.058704391642015435,0.09810190616149206
file_97,206.9424420591893,0.033037857326945294,0.057025312484876835
file_98,261.1849880397033,0.1999006344628788,0.35167440654265925
file_99,189.2054459083264,0.040664904448176095,0.07150174596157607
