,autos_unigram,autos_bigram,autos_interpolation
file_0,291.57212621877983,0.0660119087037076,0.10656844405213857
file_1,149.7362499079538,0.05654335304225613,0.09159237197641232
file_10,455.3321597562377,1.0493825204072813,1.5737446317485326
file_100,179.71289942285793,0.06655808317564083,0.10897083294510057
file_101,259.1377084910542,0.04880759405627873,0.07929777961601192
file_102,303.623516038377,0.1616948534880128,0.2572919110004911
file_103,277.0759707496452,0.048157096714375715,0.0838515642498479
file_104,185.88627932491252,0.038582292307787557,0.06666719780390624
file_105,237.3508841102101,0.03582664558046414,0.05771417950486114
file_106,198.80619505744866,0.07585772840006627,0.13387008286794225
file_107,134.92156641355092,0.08360895610392383,0.13751628102563554
file_108,428.4904724451253,0.10409328219624193,0.16261019360550533
file_109,239.2004049203229,0.06676609562216969,0.11083078244968884
file_11,230.25427116610538,0.03926549798411389,0.06521933270248709
file_110,186.577674688573,0.09175239414796715,0.14532710224048737
file_111,155.35045878268303,0.03685445387765518,0.06359512254810286
file_112,192.24451647243387,0.08934698857745252,0.13797437561804002
file_113,346.6281479332886,0.04038714221089895,0.0671981315928427
file_114,223.24005477427596,0.04666490639516513,0.07793161783965885
file_115,224.65824696353272,0.045175821957726806,0.0742832988196817
file_116,422.06709463505797,0.08404427809694709,0.12957675192678753
file_117,191.75685162211488,0.027604413738681697,0.04576605736498349
file_118,164.42552448937803,0.1535524671614137,0.23926576780890652
file_119,271.95898479723826,0.12573807505385046,0.17824696160699102
file_12,280.1736614707562,0.1148988804160041,0.1756920318895526
file_120,223.70253772869842,0.029243163133186607,0.04969523750319909
file_121,385.6822129856977,0.07835448965857003,0.12523595095867943
file_122,162.98801125225611,0.09778516209333955,0.15415438245714716
file_123,327.01320159513403,0.07579950009334481,0.12429141332554575
file_124,286.97747592347616,0.1507184584411295,0.240924206245031
file_125,255.1784692634019,0.055610668145384665,0.09228061720754
file_126,169.26310891421494,0.07320188555941975,0.12304733377319647
file_127,145.9061754089307,0.028271819009528083,0.04605557841216695
file_128,479.2783034108772,0.12741883266604836,0.2016381682962169
file_129,220.84467913249497,0.05669111006090182,0.09383141244445109
file_13,224.06699879882476,0.0793150510350919,0.11358941586500694
file_130,211.26303456793903,0.17186214370686922,0.2789754204618108
file_131,316.72088585056554,0.18490055416665976,0.29273098153473465
file_132,612.3364438771841,0.3885661444168311,0.6440893618035768
file_133,259.4919113357159,0.03582564450479093,0.060697368902114975
file_134,113.65210528317023,0.05335558037735184,0.09536900851390265
file_135,470.67525320562595,0.04912360152733491,0.08286353227575302
file_136,164.9699625944881,0.025225250734420432,0.043931164817206866
file_137,242.48030752096872,0.06864349320530348,0.1139499288182294
file_138,202.72289876468764,0.06440045906060937,0.11187024880984217
file_139,272.63295869532794,0.08459767322386962,0.14187093726433428
file_14,175.759767997862,0.053806247620477504,0.09007870576590857
file_140,375.64227719774334,0.12712680648339095,0.19815720543257426
file_141,285.5499014460121,0.12361053250536554,0.19397312481306336
file_142,258.9421462928904,0.09732540560991317,0.16623255376200163
file_143,296.06896292428013,0.0514824799005337,0.08274378404747336
file_144,230.31191266240128,0.03748943595414972,0.062272514677073565
file_145,246.28299033047077,0.039028891413224034,0.06417331575927383
file_146,298.2597652388526,0.07544839363146688,0.13216610689391348
file_147,172.50847705515181,0.13773862384687965,0.21184318526209683
file_148,493.15749260855614,0.9958484657796948,1.42207392951802
file_149,229.79222744810778,0.052705310525697706,0.0908025428622705
file_15,601.1699133333669,2.1419351018817734,3.1210897816670973
file_150,100.49814971613003,0.021433762790079785,0.04009072819149191
file_151,283.8192863792989,0.0891865502769905,0.14375711691829066
file_152,170.44341027276366,0.04040315859972233,0.06918836826854138
file_153,281.09659032665854,0.03067555203660536,0.04889922041122626
file_154,251.3759061717906,0.05506809029642114,0.08900075174486301
file_155,261.41480911972735,0.09531357397800994,0.15351918185253652
file_156,251.09084308808912,0.06713862174198373,0.11073352446921583
file_157,140.42574263315242,0.039972997187471764,0.0721079526391343
file_158,322.1177422449171,0.028625987988568535,0.04789438805348671
file_159,198.65391500843913,0.09313254702881851,0.14516087025579208
file_16,161.23860800040498,0.06130050610606036,0.10180027750123209
file_160,177.19961347569944,0.29326533402884525,0.43989134224346194
file_161,178.29547452500753,0.012046104122944734,0.022539711403769074
file_162,195.5789137106535,0.0823192849332987,0.1330109397973707
file_163,130.24821203617248,0.060502188993420455,0.10551083446318965
file_164,269.01904464000324,0.06083775351510217,0.10472769188509702
file_165,177.04922173076577,0.136247179441387,0.24641647195197658
file_166,198.20894829055612,0.08611150425701487,0.14061720091101299
file_167,241.3319545779587,0.05784553495716741,0.09784915042967056
file_168,284.79232373226336,0.07392826468979773,0.11719916118182436
file_169,237.99620105556272,0.03750117758658023,0.0622382725275593
file_17,217.06644747429831,0.08045998362605508,0.13141212937083652
file_170,366.38476468386676,0.06533083768870734,0.0987004416710888
file_171,293.38896532908757,0.04246279206746729,0.06838058232207343
file_172,237.6417808922365,0.05172605066404086,0.08918802753962479
file_173,238.78268802992076,0.07977848055195072,0.12159735326407936
file_174,288.6668697730366,0.08252758080008148,0.13333988787504303
file_175,237.25635214600345,0.19046778483564825,0.29678463378731756
file_176,391.9716817610584,0.11784324815659694,0.20242853102801378
file_177,265.4490938510531,0.08475731629554413,0.13536097234594993
file_178,275.23284776043687,0.0809347618595556,0.13198003190701324
file_179,208.8633328731087,0.06833336319882173,0.11204690129827118
file_18,283.2909539273561,0.0643058878482477,0.11633064977502335
file_180,328.60696680354204,0.06683948000932416,0.10533760165210987
file_181,198.7110235323869,0.016943643766454065,0.02875983656917644
file_182,318.1112372571648,0.1961109487438531,0.3133192541128634
file_183,262.462006549527,0.06855536682658188,0.10905809389198043
file_184,366.4295609456562,0.21112721587204453,0.3394455165125503
file_185,356.0640203769362,0.0521319295752269,0.08408909424669435
file_186,346.0431045468212,0.2500352286162333,0.40813134528986134
file_187,257.3876360485694,0.05552048052014617,0.09107127650931211
file_188,273.482845117326,0.05786953265703806,0.09926690564609138
file_189,233.56032229981938,0.1282536273688734,0.20980746859443591
file_19,234.40786547373054,0.08144919804130346,0.13130382866691392
file_190,306.91459582903275,0.1564639842985766,0.2523294909521649
file_191,290.53901391414513,0.06312120549249403,0.10406865566207327
file_192,326.86069628585517,0.09711409551140367,0.15755466857200245
file_193,474.6909402703329,0.771212425809855,1.2181698730334565
file_194,327.5458090480869,0.06371331241087,0.10197250189228184
file_195,342.87766054348174,0.03010993080127822,0.05414910028417207
file_196,357.71074686871987,0.17179127953640266,0.25135422111218686
