,medicine_unigram,medicine_bigram,medicine_interpolation
file_187,335.3614847110484,0.08036190511102885,0.09143199893624121
file_188,358.0686214021225,0.08310475250423743,0.09665472168719261
file_189,299.93129531982095,0.1409122868629179,0.15755647888731225
file_19,341.3805259629397,0.09771892032943663,0.1101711843867477
file_190,445.1298850090639,0.14996665432372974,0.16774866838328986
file_191,391.9978897335588,0.06162953885502311,0.07057171530356927
file_192,682.3392190951057,0.35614543227780027,0.38640957493857203
file_193,294.9168280652459,0.08887402217120405,0.10335142309150339
file_194,356.6494259354367,0.056716329432668286,0.06296597042234205
file_195,333.4313061124153,0.057200455487181,0.06613323438677875
file_196,439.9695167034805,0.10613582946394642,0.11604347104734834
file_197,214.32958218275516,0.047597094852826705,0.05569187173845193
file_198,413.94773856385706,0.036553395669302484,0.04322254727248708
file_199,271.14536528361936,0.1148412796472275,0.12527187011402874
file_2,159.3934344558269,0.04841430059247602,0.05690655032866633
file_20,173.1588577584371,0.08921335045270419,0.10108693944256163
file_200,296.6932324212111,0.1825074553529031,0.20697073557092374
file_201,594.3971876086501,0.3705433999109152,0.37515603351159116
file_202,309.94812844030804,0.09254484268374678,0.1059118687916803
file_203,301.26551486391793,0.07710845590295413,0.08759189532769987
file_204,266.3674461513628,0.04769107005698276,0.055105157004808385
file_205,266.95751819260903,0.05506915786619761,0.06392282313383735
file_206,212.08996862114233,0.08862979812117888,0.09839427574143247
file_207,447.74980126208345,0.04213083075217603,0.04788608121805451
file_208,435.72496995045714,0.027150705948380465,0.0316201633163624
file_209,335.1365970853574,0.13283103138053062,0.1464194921296033
file_21,264.0727760053873,0.07181152083300799,0.08185116949446394
file_210,427.3457563047123,0.12103021854721706,0.1263918406451331
file_211,299.47718217651766,0.035679801939317336,0.041016157095418684
file_212,407.58659113661173,0.04064285800754689,0.04517201635567543
file_213,330.1749364991384,0.02539519194091823,0.029426699918295208
file_214,212.7599225133045,0.027336601940886135,0.03184763265938602
file_215,344.16876312942594,0.06396536303200083,0.07110376693115754
file_216,711.8355280045888,0.04426495532308008,0.05042104433757464
file_217,393.94842302396427,0.08641988592887247,0.09782525754302684
file_218,314.11657951579537,0.08059472931536099,0.09027541020132118
file_219,356.82667112597494,0.09961309305845355,0.11222114043868975
file_22,225.31023917398667,0.016206435295422563,0.01902184529929613
file_220,148.39020603938033,0.04715901160675377,0.054024334900919756
file_221,303.09890689960235,0.1055620841233775,0.11887849797202064
file_222,422.9289229673902,0.11586551017508885,0.1336485028548416
file_223,251.341085682429,0.044650582411678595,0.05187067382279026
file_224,317.55678808530536,0.11108957750335809,0.12229037648241867
file_225,319.4480190930721,0.09581653582392612,0.1091839661632103
file_226,324.11203290268503,0.0547504416035964,0.059337856141965385
file_227,689.3901604309101,0.9124795944119313,0.9577506308479753
file_228,188.91699645016794,0.021565416856672223,0.025312814981718494
file_229,388.5491224079957,0.09500674212611904,0.10640123690822656
file_23,340.3554989172622,0.09592602537873353,0.10932805817031309
file_230,304.56697326485204,0.057753046603663254,0.06458656132503023
file_231,243.45420059713314,0.10970536350221058,0.12766754133328198
file_232,376.7967693784258,0.17835141237405627,0.19380917014474058
file_233,356.18309655770446,0.07884711676952176,0.08631029082567969
file_234,291.16025807751504,0.09638964522210836,0.10725825367224442
file_235,338.2969679001526,0.07209701474798351,0.08197418473098964
file_236,229.68484422610086,0.20436749510695887,0.22449516756046198
file_237,488.0133891286359,0.06560293397654766,0.0747173115068916
file_238,248.52553704776983,0.11545443799525217,0.1256073540920935
file_239,140.94764069146933,0.12702262372132941,0.1443661972215681
file_24,327.7283220865474,0.05779198941259144,0.06793276146574133
file_240,302.26028293115417,0.05658287861686226,0.06351516722041707
file_241,219.66882387945148,0.1052151872796605,0.11533044881772195
file_242,312.2904028388541,0.04676373888507606,0.052345918359609646
file_243,510.00181453866026,0.049899718000911815,0.05661420071980101
file_244,360.90876149625603,0.04604502619629755,0.05202911167445835
file_245,225.9658249623676,0.04277837213041382,0.050265391288298475
file_246,274.1606330837417,0.054194024840130445,0.061776288211795746
file_247,261.17922874504103,0.06762744900283939,0.07610697232211859
file_248,252.72277891684743,0.10543781213982638,0.12186625328576095
file_249,267.66513268514444,0.1179231227311579,0.1318316368352967
file_25,162.92211513987428,0.017278830942837727,0.02045325921608259
file_26,439.33086730762074,0.08334208024519356,0.09302002243654481
file_27,369.69770672831373,0.039963539004000154,0.04592137991187192
file_28,280.4616546718622,0.1478457862571097,0.16891276235647784
file_29,396.65617251667976,0.07525937513548296,0.08436410154333214
file_3,465.3051154238482,0.06662270877556813,0.07494399024260827
file_30,229.1423702070299,0.027541935465300312,0.03205939991590212
file_31,188.20259208613405,0.0671957192214278,0.07865858655533822
file_32,231.9471223479908,0.05702082714462253,0.06524345209407001
file_33,244.80992505210938,0.1382026343923959,0.15106647472291646
file_34,227.23768240210728,0.11413287143872627,0.12537700008743607
file_35,277.35665476463606,0.23135389864698686,0.2509073861008586
file_36,258.64765866588175,0.07471289317707841,0.08935217059007973
file_37,240.77851643216067,0.09676759529107276,0.10817057368831355
file_38,373.86852484475344,0.07264583780818805,0.0825600221144537
file_39,279.70512475025185,0.06613298902711581,0.07666502171791395
file_4,383.8788357693344,0.2214313676377332,0.24084862789542869
file_40,450.50708042132095,1.0225438890372478,1.1270553073083982
file_41,362.2860428406147,0.033428832578106686,0.03774996177709063
file_42,238.3080836315915,0.03940323118611229,0.04433786486986858
file_43,293.9891103375783,0.04682351569529714,0.05323901601113656
file_44,340.5424129181836,0.19662892321021413,0.22215872328353048
file_45,389.1720048395115,0.0744229258477335,0.08271266225394086
file_46,257.53175731253856,0.03807860420053955,0.04465183862890104
file_47,155.20444427825862,0.14467487321674496,0.1614108362438482
file_48,425.8944375620597,0.15759959202860457,0.17304990934507292
file_49,276.95702989508595,0.07617788398222172,0.08759991179907199
file_5,258.9410871644896,0.046209751684916124,0.05326516276510991
file_50,323.4346835145347,0.05897410953718999,0.0659640769940789
file_51,285.848360692331,0.21247353791352563,0.23780837278481634
file_52,255.0615533485332,0.05361632333025477,0.06031207467953771
file_52,184.93593478091785,0.1844747730252268,0.17976944502088377
file_53,303.16001152822037,0.054053061355157826,0.06050060878970165
file_54,289.6580316381659,0.07984940695987522,0.09015534880576173
file_55,488.3611378738814,0.08260903728406287,0.09176796857545845
file_56,244.94855080726308,0.06397292337834432,0.0740405538041772
file_57,273.7859214562973,0.08620417347536817,0.09337808013100878
file_58,260.0935164854291,0.16967664479301303,0.1846360937120023
file_59,250.71271486069227,0.05730985165285433,0.06421269939314031
file_6,290.4522417259416,0.06061012521161059,0.07112812522251687
file_60,348.116683013973,0.12633067961391134,0.14094941477344333
file_61,289.1911397579324,0.06272837098123192,0.07118782488689557
file_62,571.3226825416011,0.48837353224270147,0.5821853315858649
file_63,444.33622568552687,0.041626744088998725,0.04777093454262845
file_64,269.03521778387204,0.04753221809124848,0.056099779756709815
file_65,236.11193988396576,0.054220140329547015,0.06385527200028958
file_66,390.61268225441586,0.025575991777888156,0.029746218992779686
file_67,321.59600776207174,0.0684235255720728,0.07754824514144991
file_68,337.0730161066919,0.10535230180611899,0.11646235709917234
file_69,776.2970796072149,0.6553848632559209,0.7035918818411593
file_7,276.6998355209892,0.012133411186602485,0.013767875425824791
file_70,386.11181737504774,0.021138642236270815,0.02411398080054201
file_71,325.8234766562577,0.029106884350599722,0.03392346955480404
file_72,185.3954566264083,0.23041931344801297,0.26677966084938287
file_73,313.9189559589231,0.06645025045682589,0.0736333174697258
file_74,287.98372473153034,0.09951816746851516,0.10860282387034355
file_75,359.29351614904056,0.20050525528496232,0.2335003567978033
file_76,165.2987916324139,0.02088625723917892,0.024583512795787712
file_77,342.5727966226749,0.05308709526235713,0.06119032184343095
file_78,176.53751592025804,0.046914814289537046,0.054571498510784695
file_79,322.7714137280972,0.08038215861891045,0.08669204752732067
file_8,321.47344587044677,0.04533270323348669,0.0526362553830387
file_80,273.21904099791266,0.15727598387206676,0.1812308386878888
file_81,259.59199867987394,0.07850572558097382,0.08976948710252838
file_82,199.7804172531137,0.213611019202037,0.2360198437097071
file_83,389.01093838672347,0.08852071377575398,0.10041143520028194
file_84,369.790743302229,0.03703979699093068,0.039844677446822914
file_85,350.94898204945315,0.10062703482889578,0.11306481825514345
file_86,370.4228553834591,0.12658213042789723,0.1399993469371151
file_87,260.74975576024224,0.047278228103351944,0.05464683572159257
file_88,349.29023190859107,0.07237014834789648,0.07969713594143056
file_89,263.8811731840898,0.055877413921738985,0.06391965789744429
file_9,372.77628958698466,0.293153379882866,0.31372967463985135
file_90,368.57910134682805,0.020462066704941256,0.023424029543860525
file_91,305.75665669332733,0.026035294397514567,0.03121854560621862
file_92,269.39219543923696,0.16275248702097597,0.17934803606042932
file_93,643.0183131214309,0.05651839483175029,0.06313790868951277
file_94,252.96131377502863,0.09110391625610392,0.10532802213274405
file_95,444.0938865350129,0.011966169265765008,0.014121908776681617
file_96,445.0522105949219,0.1560679093004,0.1811837937925426
file_97,178.7631319492033,0.030338442605284933,0.03607602093449781
file_98,464.48963992872217,0.25810769928135957,0.3086741680897513
file_99,174.54212537529358,0.06662412207521487,0.0788317631175976
