,graphics_unigram,graphics_bigram,graphics_interpolation
file_0,245.41873364798394,0.04787134858849305,0.0777574567043992
file_1,135.38457961123177,0.070313893581569,0.10895176603291122
file_10,234.89256753421262,0.06964058993547176,0.11779028312649362
file_100,203.1851726953989,0.13361650215640183,0.20451294900937828
file_101,296.4902822972496,0.04304260282567575,0.07051948841277292
file_102,321.59145408860167,0.1106441024958067,0.17649893468668887
file_103,274.2866119635486,0.0306922831815873,0.051920397713757345
file_104,192.768894477499,0.04445491027412921,0.07436454837389277
file_105,250.87423010728207,0.04685376090669444,0.07494834092851131
file_106,263.7471890968966,0.06245586742390133,0.10541916174198115
file_107,142.42199719587634,0.09111312712777023,0.14738159312326213
file_108,323.1436163031051,0.049835717774016026,0.07951105769651935
file_109,297.1599269504192,0.060678201340346787,0.09646021818156504
file_11,663.3361914264704,5.200762172248625,7.384776993229471
file_110,206.8445635117727,0.08527859268284897,0.14128644594364567
file_111,230.8038440454494,0.20970375447985848,0.3322193063394791
file_112,190.42225270886053,0.10185125895979935,0.1532847322975935
file_113,411.3011593774822,0.035008573636013327,0.0593259768291563
file_114,256.2526266881076,0.05146087807181107,0.08467878769134406
file_115,213.92945804400958,0.046372044856790216,0.07745949491113535
file_116,275.9085481218811,0.03836236180575561,0.06173743324028086
file_117,145.34862168065226,0.024794852767274347,0.04025069671218998
file_118,173.77205187313749,0.16050618685407828,0.24935321407481384
file_119,393.8993009644549,0.4219598741887741,0.6096318830235125
file_12,308.0819339641173,0.12185759033515224,0.18180178803761038
file_120,202.76536050044047,0.027442311182997604,0.04766851120517508
file_121,618.7919905691217,0.0936294913934228,0.147147683707862
file_122,174.2225447437434,0.06553820718165806,0.09972910919526197
file_123,246.77829264152638,0.06364095774591495,0.10334014399382122
file_124,402.52659153359525,0.39928173819333196,0.5850586126585187
file_125,323.0415048863636,0.04902578517901323,0.08045962737928494
file_126,177.32986223397384,0.08160538946317349,0.13816919874861447
file_127,165.70144035560398,0.031148107989845415,0.050724617120527074
file_128,287.27513980779077,0.054007250444500804,0.08573614826234073
file_129,818.2331091569215,2.4817236498098416,3.5382077427199596
file_13,215.3592784975966,0.09179319347456577,0.13037084016687364
file_130,223.97081430371867,0.12470670776553942,0.2020172919430442
file_131,215.0187857064319,0.08868347752295239,0.14489233270734522
file_132,199.39425600886142,0.04072523618612723,0.06919526273739454
file_133,175.80182056199752,0.04650781003137761,0.07811664115102147
file_134,137.50764126733688,0.030874022234486497,0.055578712100897265
file_135,666.5333008146957,0.01208867289859022,0.021205485207091587
file_136,347.458922918372,0.04891287193353513,0.07838856052135731
file_137,606.7492838499539,1.7158405890290416,2.5391361275038165
file_138,253.8791452411891,0.05756230231417476,0.0952648526559045
file_139,332.4079369919733,0.05175990456075381,0.0856570036461327
file_14,231.29312931960706,0.05897915915486361,0.09768294920800272
file_140,325.1517840831143,0.09547504967760415,0.1508015556848714
file_141,305.4000122908222,0.09038986047919302,0.1389432406375983
file_142,505.4691204231062,0.4911353600377173,0.7812779402067622
file_143,342.3029543384844,0.05007095311721748,0.08347783129162759
file_144,293.33240647044624,0.08077903566137858,0.1282197563951009
file_145,386.8156452080399,0.08730026132651483,0.14816913397380999
file_146,171.72171104551964,0.10039142773346396,0.15556310588186129
file_147,195.8525883745451,0.12860653559764748,0.19712937999896088
file_148,199.48047209286926,0.100134859979825,0.15984716703681834
file_149,252.57909402101032,0.037778030681203785,0.0653951717729648
file_15,290.44974983401164,0.05614917017202381,0.08791151042712284
file_150,83.49770664439892,0.02736712530467919,0.05170730369492927
file_151,146.8734759098284,0.057107767251684566,0.0998719981764799
file_152,182.645215099758,0.04170451865553642,0.07141665732656124
file_153,258.857368375516,0.038787129119161226,0.06272299506621135
file_154,215.39429805606719,0.06218448391861811,0.10276201137457691
file_155,238.51664890723748,0.05264091001592725,0.09052479907069785
file_156,186.08619689305354,0.059776829553601335,0.09765446845504339
file_157,548.9398261916815,0.7202653261711371,1.16487740625248
file_158,337.2837123001563,0.028541836492002166,0.04744982549158635
file_159,366.46035316089274,0.04324373513754282,0.0699653804988559
file_16,165.13930846893948,0.11118698503711395,0.17214084838490157
file_160,245.86883617282135,0.2809659510421883,0.4351633455240091
file_161,185.39539412885142,0.016691116928000353,0.028996595703888215
file_162,268.36982897052985,0.1092930511391178,0.16770208110298232
file_163,123.85961928534815,0.08068911218429944,0.12661524669191346
file_164,336.25047924085163,0.05492403822463142,0.09209769787766642
file_165,132.68226318855466,0.11735278307266138,0.20935532989682396
file_166,478.6171347353553,0.29561310444974104,0.4409295563093769
file_167,238.98048634374828,0.09677623094041798,0.15720702814794504
file_168,271.6778519817677,0.08959245573408564,0.1418664271834657
file_169,206.30309048193195,0.04423038673664804,0.07311779908188211
file_17,241.44392753953844,0.07968735889706116,0.1261456206811213
file_170,386.9156201963147,0.09358173660815201,0.13876962738779264
file_171,295.3540251531853,0.035226737572032436,0.056350550815460025
file_172,270.759696692038,0.035277284280648316,0.062185051211109746
file_173,201.35655036072862,0.06732044808295377,0.10657118004799095
file_174,261.754514510109,0.060125598418372735,0.10036869884385106
file_175,211.7352480584337,0.11655165026518009,0.18458007163930046
file_176,401.08971822914845,0.026569492364401568,0.04626873438461209
file_177,198.08468137508072,0.04312501798510746,0.07271951812853154
file_178,282.9926194541338,0.14752344493372557,0.2276901298940827
file_179,228.48702269061005,0.06347895990622204,0.10506656294476606
file_18,243.2112227502161,0.08731520072369547,0.15235078088663886
file_180,196.21543987162755,0.028875400402581897,0.05067546249945123
file_181,256.51141612870396,0.02676142190540252,0.04420217762499617
file_182,358.59976977377,0.2875986159025753,0.4335827082558414
file_183,330.1846555868365,0.05221257732924347,0.08147358169561073
file_184,213.55415441614903,0.056259012921127734,0.096895769186106
file_185,384.95318004515457,0.04647328000581125,0.07401157863537378
file_186,384.97539616132656,0.20232753589320665,0.3271914240537149
file_187,296.44175494617434,0.04958039044787885,0.08067176415650039
file_188,335.17867118902655,0.052890066846882265,0.0890321177023392
file_189,251.35024982300064,0.12063360786286048,0.1943037495498792
file_19,265.6116388320268,0.06335648356878733,0.10206146489813377
file_190,348.7650769692285,0.14002910830035084,0.22470177749483203
file_191,334.12881384572535,0.04596041316186091,0.07528130080924776
file_192,319.476331790472,0.07687510487456096,0.12575960910117331
file_193,347.87533528182695,0.0829165273111267,0.14008251993199355
file_194,345.59001445168303,0.054818423151332805,0.08697589531089957
file_195,855.5966535721366,1.3033101763039034,1.9938797144504767
file_196,400.92887994932124,0.12619679948596507,0.19255289601586167
file_197,220.80497316636857,0.04478615466335444,0.07500462533268812
file_198,388.18501966656186,0.09369179809078906,0.161334462809698
file_199,236.05330444815445,0.08551965403889066,0.13913311990712512
file_2,220.0011880428013,0.03781588448289455,0.06768780887331216
file_20,220.6052930797888,0.0322532268896708,0.05255627824638513
file_200,243.9045801699517,0.13047716302182732,0.21922500499095918
file_201,187.66839418521175,0.05701694622081555,0.09067741672960992
file_202,618.1843023017796,0.05535904008351673,0.09159213182142731
file_203,312.12418073596393,0.061549921403922486,0.09844272141850835
file_204,229.2606086187989,0.06293086745703008,0.10399754184938773
file_205,211.39166936996045,0.043864761938274946,0.07511910948707702
file_206,196.88574046987208,0.09138033280471829,0.14481745518823574
file_207,429.7693972824785,0.029744491323505356,0.047381347156285517
file_208,365.984291089078,0.042705104673598566,0.07267417329524979
file_209,253.73725190219216,0.1354376690111268,0.21266681967012224
file_21,515.6695804961163,0.07451521986879858,0.12083282724777553
file_210,354.0224650637371,0.08098727554087783,0.11867436049570164
file_211,208.02933930391882,0.07102326336827205,0.11579948678369013
file_212,746.4048279429736,0.44056524776115974,0.6822393388008703
file_213,329.6848857857277,0.17006550573027635,0.2819458951951764
file_214,987.7622038591555,0.4823418100949437,0.7226869790128406
file_215,310.1168154916691,0.040667636414256005,0.0644910263818245
file_216,534.0872698092403,0.01364057593747806,0.024060880506866746
file_217,361.1651414345841,0.06191857806083268,0.10034830665511414
file_218,217.39190965199893,0.07193449217377698,0.11392125856141133
file_219,293.2166565169386,0.043934558865019374,0.07287843724850016
file_22,230.91976307708708,0.020465297078026978,0.035011712346534794
file_220,184.2367355839245,0.03941327716518788,0.06419758878099294
file_221,291.207943767596,0.0672946807220671,0.10799490231986136
file_222,251.25280851360915,0.08497391077024871,0.1535752417866315
file_223,358.3541622768019,0.10605102947581437,0.17315693591340994
file_224,287.2534733603046,0.08164221591313443,0.12645397581969048
file_225,281.3977025447537,0.04964529545102781,0.0802705219874794
file_226,287.51908778366146,0.05403657563403538,0.08338860134473595
file_227,313.72486728650983,0.05928653696773899,0.09377083318901626
file_228,262.23490799119315,0.05425144296488695,0.0932979879852248
file_229,294.10261978898154,0.06119107045075846,0.0993546375171219
file_23,452.66500337714206,0.14066373185629807,0.2238367590128052
file_230,232.64877529492725,0.05430353921869465,0.083997024515871
file_231,565.1323719341951,4.593292313426801,6.150658815868989
file_232,314.3144341335906,0.1323898958250693,0.19846256426466194
file_233,181.01596497226026,0.08775826471918716,0.14017257027172123
file_234,274.9469915961084,0.07319617354813834,0.11963371302029081
file_235,284.22352692241515,0.06882823859809127,0.10964040772087598
file_236,263.2470551936121,0.16783630867223825,0.2565972161667339
file_237,282.10147364700765,0.13177675270914105,0.20281152095571386
