,religion_unigram,religion_bigram
file240,485.17583001034785,0.886389390723069
file241,436.2788252510876,0.21903410945230845
file242,536.2909695302151,0.6200520215425477
file243,438.16093540279707,0.875656209971181
file244,420.66836416091303,2.1479441049952723
file245,500.60839031730035,0.4446331409324414
file246,548.3365218028288,0.6690305874661202
file247,423.57487282445646,0.29226514798615344
file248,559.5900821938654,0.08224810325652607
file249,445.31100802826273,0.2382207178391945
file250,511.9288852345816,0.4125523585105736
file251,403.53240931987796,1.0452825558474035
file252,701.8287583818344,2.6772822569665093
file253,481.6312542057551,0.2353216173573851
file254,317.27208799304816,0.4056780677234737
file255,447.42762057660326,0.14525522976250782
file256,492.4392758756332,4.17412980795757
file257,662.7890062505998,0.3175544760168651
file258,648.1176853993719,8.03135357267778
file259,422.50071375657836,0.17681228045116842
file260,471.28558827871035,0.8210836801767569
file261,455.377928857955,0.1680462571355306
file262,342.7506952678882,0.08700589609553332
file263,443.00370439212145,0.15972846758236434
file265,425.8557908711657,1.1771943186156246
file266,554.8129640751705,6.6712130221752295
file267,287.4521167264664,0.21708727035277056
file268,625.4954874345639,0.45540547420054334
file269,444.7818013658881,1.5756683476404256
file270,420.7605850627039,0.4912390292356906
file271,368.0071458571464,0.3050915799841465
file272,516.5719922289469,2.5900297609461345
file273,400.9475785857041,0.3175566121684426
file274,342.7516803038705,0.11259826656186957
file275,299.97280891534785,0.10646847043318179
file276,381.8970509726996,0.08135927729959715
file277,358.21303775586375,0.4797462113223889
file278,523.3404213910243,0.3353254354279846
file279,364.60226967596674,0.34366283602023606
file280,403.5011153696671,0.21436405380532533
file281,336.11033247967947,0.07619390166311624
file282,302.7572102486319,0.24941331912239542
file283,283.8133543741451,0.07929268563269463
file284,404.11544772814364,0.3081654411200847
file285,248.26472706431315,0.13029285841658494
file286,462.05656466212514,0.5826717996825946
file287,418.881135302045,0.29530308564395613
file288,722.290232209657,8.173162449145018
file289,191.53729551869222,0.07348595957567265
file290,141.3814966476386,0.027293958598312327
file291,507.2823911354881,2.018259033739839
file292,421.6222253270657,0.1050541482610044
file293,656.8229987987098,0.8743661421116394
file294,479.36849390509906,0.823512414258129
file295,396.8886809903402,0.17369001096643547
file296,365.0192542615487,0.26092923067855817
file297,521.1199624169687,1.225992046231537
file298,503.40515552628466,0.4786403477857356
file299,485.17583001034785,0.886389390723069
,religion_unigram,religion_bigram
file240,485.17583001034785,0.886389390723069
file241,436.2788252510876,0.21903410945230845
file242,536.2909695302151,0.6200520215425477
file243,438.16093540279707,0.875656209971181
file244,420.66836416091303,2.1479441049952723
file245,500.60839031730035,0.4446331409324414
